"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-11-30,"Dauphin","PA","Harrisburg",238,1186,0.000843881856540084,-0.0124895920066611,0.0197764402407567,81638
2014-11-30,"Durham","NC","Durham",239,1240,0.00486223662884927,0.00242522231204527,0.0350584307178631,75489
2014-11-30,"Saint Joseph","IN","South Bend",240,824,0.0122850122850123,0.0456852791878173,-0.00483091787439614,92160
2014-11-30,"Chatham","GA","Savannah",241,1215,0.000823723228995058,0.00247524752475248,0.0270498732037194,75479
2014-11-30,"Rutherford","TN","Nashville",242,1230,0.00654664484451719,0.0224438902743142,0.0933333333333333,89869
2014-11-30,"Lexington","SC","Columbia",243,1139,-0.00349956255468067,-0.00437062937062937,0.0307692307692308,74995
2014-11-30,"Santa Cruz","CA","Santa Cruz",244,2614,0.0139643134212568,0.0418493423674771,0.222066386161758,56410
2014-11-30,"Clayton","GA","Atlanta",245,851,-0.00117370892018779,-0.00117370892018779,0.00591016548463357,83075
2014-11-30,"Merced","CA","Merced",246,1042,-0.00382409177820268,0.000960614793467819,0.0347567030784508,54214
2014-11-30,"Cleveland","OK","Oklahoma City",247,1231,0.00244299674267101,0.00819000819000819,0.0741710296684119,92812
2014-11-30,"Caddo","LA","Shreveport",248,915,0.023489932885906,0.0374149659863946,-0.0701219512195122,86408
2014-11-30,"Weld","CO","Greeley",249,1453,0.0225193525686137,0.0843283582089552,0.129860031104199,69621
2014-11-30,"Marin","CA","San Francisco",250,3939,0.00922367409684858,0.0360336664913204,0.170579494799406,74917
2014-11-30,"Jefferson","TX","Beaumont",251,991,0.0301455301455301,0.0269430051813472,0.141705069124424,78782
2014-11-30,"Thurston","WA","Olympia",252,1415,0.0042583392476934,0.00999286224125625,0.01506456241033,79069
2014-11-30,"Kitsap","WA","Bremerton",253,1478,0.00203389830508475,0,0.0271021542738013,74780
2014-11-30,"Webb","TX","Laredo",254,1155,0.00961538461538462,0.00609756097560976,0.0443037974683544,53196
2014-11-30,"Brown","WI","Green Bay",255,1042,0.00192307692307692,0.0195694716242661,-0.0279850746268657,80600
2014-11-30,"Alachua","FL","Gainesville",256,1174,0.00772532188841202,0.00256191289496157,-0.00928270042194093,61919
2014-11-30,"Hinds","MS","Jackson",257,856,-0.00116686114352392,0.0251497005988024,-0.0104046242774566,76701
2014-11-30,"Harford","MD","Baltimore",258,1714,-0.00867553499132447,-0.0183276059564719,-0.00406740267286461,80793
2014-11-30,"Yakima","WA","Yakima",259,1054,0.0363815142576204,0.076608784473953,0.0363815142576204,59111
2014-11-30,"Norfolk City","VA","Virginia Beach",260,1264,0.00317460317460317,0.00476947535771065,-0.0155763239875389,50271
2014-11-30,"Mahoning","OH","Youngstown",261,736,-0.010752688172043,-0.0527670527670528,-0.00135685210312076,85930
2014-11-30,"Buncombe","NC","Asheville",262,1277,0,0.00868878357030016,0.0831212892281595,69723
2014-11-30,"Washington","MN","Minneapolis-St Paul",263,1629,0.00617665225447807,0.0118012422360248,0.047588424437299,84093
2014-11-30,"Cumberland","PA","Harrisburg",264,1289,-0.00232198142414861,0.0133647798742138,0.0574241181296144,73888
2014-11-30,"McLennan","TX","Waco",265,1096,-0.0249110320284698,-0.0196779964221825,0.0970970970970971,64281
2014-11-30,"Saint Tammany","LA","New Orleans",266,1553,-0.021424070573409,-0.063329312424608,0.0264375413086583,85929
2014-11-30,"Frederick","MD","Washington",267,1757,0.00572409845449342,0.00572409845449342,0.00803212851405622,74778
2014-11-30,"Weber","UT","Ogden",268,1148,0.00262008733624454,0.025,0.0034965034965035,67362
2014-11-30,"Lake","OH","Cleveland",269,1162,0.00345423143350604,0.00432152117545376,0.0496838301716351,81326
2014-11-30,"Montgomery","AL","Montgomery",270,888,0.0136986301369863,0.0242214532871972,0.0634730538922156,57954
2014-11-30,"York","SC","Charlotte",271,1320,-0.0052750565184627,0.0401891252955083,0.247637051039698,75238
2014-11-30,"Chesapeake City","VA","Virginia Beach",272,1620,0.00558659217877095,0.0150375939849624,0.0201511335012594,67265
2014-11-30,"Clay","MO","Kansas City",273,1229,0.000814332247557003,0.0258764607679466,0.077125328659071,76292
2014-11-30,"Lafayette","LA","Lafayette",274,1486,-0.0106524633821571,0.0290858725761773,0.131759329779132,56435
2014-11-30,"Benton","AR","Fayetteville",275,1038,0.00776699029126214,0.0318091451292246,0.0690010298661174,72810
2014-11-30,"Butte","CA","Chico",276,1235,0.0048820179007323,0.018976897689769,0.018976897689769,55667
2014-11-30,"Saratoga","NY","Albany",277,1908,-0.00831600831600832,-0.034412955465587,0.0767494356659142,60468
2014-11-30,"Jefferson","MO","St. Louis",278,1156,0.0266429840142096,0.0595783684692942,0.0664206642066421,71108
2014-11-30,"Cherokee","GA","Atlanta",279,1310,0.00383141762452107,0.00769230769230769,0.0429936305732484,86380
2014-11-30,"Warren","OH","Cincinnati",280,1519,-0.00328083989501312,0.00596026490066225,0.00930232558139535,66047
2014-11-30,"Linn","IA","Cedar Rapids",281,1163,-0.0435855263157895,-0.0784469096671949,-0.0308333333333333,38875
2014-11-30,"Yavapai","AZ","Prescott",282,1288,0.00703674745895231,0.0157728706624606,0.0796311818943839,68356
2014-11-30,"Trumbull","OH","Youngstown",283,759,-0.0343511450381679,-0.132571428571429,-0.0698529411764706,70788
2014-11-30,"Smith","TX","Tyler",284,1233,0.00653061224489796,0.0156507413509061,0.0292153589315526,53831
2014-11-30,"Dona Ana","NM","Las Cruces",285,964,-0.00515995872033024,-0.00515995872033024,-0.0242914979757085,49642
2014-11-30,"Arlington","VA","Washington",286,2813,-0.00741002117148906,-0.0184926727145848,0.0122346167686218,56311
2014-11-30,"Gaston","NC","Charlotte",287,914,-0.0108225108225108,0.0066079295154185,0.0223713646532438,53421
2014-11-30,"Richmond City","VA","Richmond",288,1113,0.000899280575539568,0.00906618313689937,0.0248618784530387,55960
2014-11-30,"Henry","GA","Atlanta",289,1126,0.00625558534405719,0.0264357338195077,0.0273722627737226,66106
2014-11-30,"Jackson","OR","Medford",290,1204,0.00584795321637427,0.0168918918918919,0.0460469157254561,43549
2014-11-30,"Washington","AR","Fayetteville",291,1222,0.00741962077493817,0.03035413153457,0.169377990430622,43187
2014-11-30,"New Hanover","NC","Wilmington",292,1237,0.00487408610885459,0.0139344262295082,0.00897226753670473,85790
2014-11-30,"Union","NC","Charlotte",293,1330,0.00301659125188537,0.00453172205438067,0.0631494804156675,70164
2014-11-30,"Whatcom","WA","Bellingham",294,1399,0.0130340333091962,0.0370644922164566,0.0219138056975895,62026
2014-11-30,"Champaign","IL","Champaign-Urbana",295,1010,-0.02321083172147,-0.0146341463414634,-0.00296150049358342,52121
2014-11-30,"Yolo","CA","Sacramento",296,1685,0.0101918465227818,0.0362853628536285,0.107823800131492,43250
2014-11-30,"Richmond","GA","Augusta",297,809,0.0163316582914573,0.0345268542199488,0.00247831474597274,57755
2014-11-30,"Saint Louis","MN","Duluth",298,1048,-0.0278293135435993,-0.0684444444444444,-0.0532971996386631,80790
2014-11-30,"Mohave","AZ","Lake Havasu City",299,1045,0.0165369649805447,0.0523665659617321,0.0165369649805447,64344
2014-11-30,"Saginaw","MI","Saginaw",300,698,0.0512048192771084,0.0889235569422777,0.0356083086053412,69079
2014-11-30,"Elkhart","IN","Elkhart",301,933,-0.0168598524762908,-0.00213903743315508,-0.0106044538706257,50206
2014-11-30,"Sangamon","IL","Springfield",302,1053,-0.0530575539568345,-0.0470588235294118,-0.1875,62122
2014-11-30,"Sussex","DE","Seaford",303,1337,0.00300075018754689,0,-0.0183553597650514,49240
2014-11-30,"York","ME","Portland",304,1506,-0.00855826201448321,0.070362473347548,0.279524214103653,76422
2014-11-30,"Yuma","AZ","Yuma",305,946,0.00852878464818763,0.0139335476956056,0.0161117078410312,37780
2014-11-30,"Racine","WI","Racine",306,1269,-0.0223420647149461,-0.0522778192681105,-0.0290742157612854,36505
2014-11-30,"Shelby","AL","Birmingham",307,1399,-0.0021398002853067,0.0234089246525238,0.0440298507462687,69104
2014-11-30,"Brazos","TX","College Station",308,1457,0.0210231254379818,0.0407142857142857,0.0253342716396904,40008
2014-11-30,"Tuscaloosa","AL","Tuscaloosa",309,1051,0.00574162679425837,0.0154589371980676,-0.000950570342205323,87205
2014-11-30,"Kanawha","WV","Charleston",310,964,0.041036717062635,0.00207900207900208,-0.15512708150745,101124
2014-11-30,"Calcasieu","LA","Lake Charles",311,1287,0.0254980079681275,0.0851602023608769,0.133920704845815,45801
2014-11-30,"Clay","FL","Jacksonville",312,1232,0.00244100895036615,0.00489396411092985,0.0106644790812141,56985
2014-11-30,"Saint Johns","FL","Jacksonville",313,1710,0.00117096018735363,-0.0034965034965035,0.0130331753554502,73354
2014-11-30,"Litchfield","CT","Torrington",314,1548,0.0164149704530532,-0.00705580500320718,0.0847932725998598,64370
2014-11-30,"Muscogee","GA","Columbus",315,859,0.027511961722488,0.0591861898890259,-0.00116279069767442,55198
2014-11-30,"Canyon","ID","Boise City",316,893,0.00790067720090293,0.0124716553287982,0.039580908032596,51887
2014-11-30,"Anderson","SC","Anderson",317,988,-0.00202020202020202,0.0356394129979036,0.135632183908046,63477
2014-11-30,"Harrison","MS","Gulfport",318,994,-0.006,-0.0254901960784314,-0.0226155358898722,44056
2014-11-30,"Peoria","IL","Peoria",319,951,-0.0305810397553517,-0.0364741641337386,0.0138592750533049,62074
2014-11-30,"Butler","PA","Pittsburgh",320,1678,0.00418910831837223,0.0832795351839897,0.262603461249059,38967
2014-11-30,"Williamson","TN","Nashville",321,2347,0.0077286389008158,0.0107665805340224,0.0731595793324188,63489
2014-11-30,"Ulster","NY","Kingston",322,1527,-0.039018250471995,-0.0614628149969269,-0.0205259781911482,49523
2014-11-30,"Baldwin","AL","Daphne",323,1274,-0.00778816199376947,-0.0154559505409583,0.0528925619834711,62674
2014-11-30,"El Dorado","CA","Sacramento",324,1690,0.00118483412322275,0.0125823846614739,0.0496894409937888,52358
2014-11-30,"Livingston","MI","Detroit",325,1556,0.011703511053316,0.0790568654646325,0.102763997165131,64370
2014-11-30,"Okaloosa","FL","Destin",326,1245,-0.00240384615384615,-0.00559105431309904,0.00565428109854604,74826
2014-11-30,"Newport News City","VA","Virginia Beach",327,1226,0.00574241181296144,0.00327332242225859,0.0132231404958678,33023
2014-11-30,"Vanderburgh","IN","Evansville",328,851,-0.00234466588511137,-0.00700116686114352,0.0813214739517154,60294
2014-11-30,"Hall","GA","Gainesville",329,1158,0.00433651344319167,0.00783289817232376,0.0122377622377622,51901
2014-11-30,"Cabarrus","NC","Charlotte",330,1152,0.0131926121372032,0.0378378378378378,0.0716279069767442,73643
2014-11-30,"Shawnee","KS","Topeka",331,947,0.00211640211640212,0.0106723585912487,-0.0614469772051536,51678
2014-11-30,"Berkeley","SC","Charleston",332,1220,0.0141313383208645,0.0330228619813717,0.055363321799308,52741
2014-11-30,"Onslow","NC","Jacksonville",333,910,0,0,-0.0172786177105832,49690
2014-11-30,"Shasta","CA","Redding",334,1248,0.012987012987013,0.0478589420654912,0.0246305418719212,44941
2014-11-30,"Outagamie","WI","Appleton",335,1018,0.00592885375494071,-0.0173745173745174,0.00592885375494071,49308
2014-11-30,"Forsyth","GA","Atlanta",336,1777,0.00395480225988701,0.02479815455594,0.0446796002351558,55399
2014-11-30,"Benton","WA","Kennewick",337,1273,-0.027501909854851,-0.0192604006163328,0.00951625693893735,34790
2014-11-30,"Imperial","CA","El Centro",338,1409,-0.0289455547898001,0.0398523985239852,0.0406203840472674,32709
2014-11-30,"Delaware","OH","Columbus",339,1996,0.0157760814249364,0.0309917355371901,0.100330760749724,59015
2014-11-30,"Tippecanoe","IN","Lafayette",340,1001,-0.0224609375,-0.0475737392959087,0.002002002002002,40811
2014-11-30,"Hernando","FL","Tampa",341,1072,0.00562851782363977,-0.00371747211895911,0.0397672162948594,59573
2014-11-30,"Medina","OH","Cleveland",342,1386,-0.0135231316725979,-0.0354906054279749,-0.0375,55357
2014-11-30,"Montgomery","TN","Clarksville",343,973,-0.00409416581371546,-0.00409416581371546,0.00516528925619835,49126
2014-11-30,"Muskegon","MI","Muskegon",344,822,0.0185873605947955,0.0236612702366127,0.130674002751032,58179
2014-11-30,"Beaver","PA","Pittsburgh",345,1013,-0.0370722433460076,-0.0646352723915051,-0.09391771019678,52284
2014-11-30,"Monroe","PA","East Stroudsburg",346,1221,0.00493827160493827,0.00909090909090909,0.0132780082987552,66964
2014-11-30,"McLean","IL","Bloomington",347,1207,0.0185654008438819,0.085431654676259,-0.0585023400936037,48123
2014-11-30,"Minnehaha","SD","Sioux Falls",348,1140,-0.0121317157712305,-0.0306122448979592,-0.0273037542662116,48858
2014-11-30,"Johnston","NC","Raleigh",349,1107,0.0118829981718464,0.0316868592730662,-0.0027027027027027,50251
2014-11-30,"Bay","FL","Panama City",350,1199,0.00841042893187553,0.00671704450041982,0.0380952380952381,70818
2014-11-30,"Pitt","NC","Greenville",351,969,0.00832466181061394,0.0374732334047109,0.0567066521264995,48547
2014-11-30,"Carroll","MD","Baltimore",352,1848,0.00108342361863489,0.03125,0.0458404074702886,54672
2014-11-30,"Winnebago","WI","Oshkosh",353,905,0.0402298850574713,0.125621890547264,-0.103072348860258,30635
2014-11-30,"Licking","OH","Columbus",354,1168,-0.033112582781457,-0.0480847595762021,0.0419268510258698,52915
2014-11-30,"Kenosha","WI","Chicago",355,1295,0.00232198142414861,0.00465477114041893,0.0237154150197628,50691
2014-11-30,"Kent","RI","Providence",356,1463,-0.00611413043478261,-0.0174613834788449,-0.0194369973190349,51775
2014-11-30,"Middlesex","CT","Hartford",357,1542,0.0118110236220472,0.0171503957783641,0.0131406044678055,56473
2014-11-30,"Scott","IA","Davenport",358,1181,-0.00922818791946309,-0.0117154811715481,0.0620503597122302,55459
2014-11-30,"Porter","IN","Chicago",359,1405,0.0240524781341108,0.100234925606891,0.11243072050673,56189
2014-11-30,"Saint Clair","MI","Detroit",360,1040,0.00872938894277401,0.0297029702970297,0.106382978723404,50354
2014-11-30,"Davidson","NC","Thomasville",361,886,-0.0177383592017738,0.00226244343891403,0.0302325581395349,73285
2014-11-30,"Boone","MO","Columbia",362,1136,-0.00438212094653812,-0.0155979202772964,-0.0087260034904014,38070
2014-11-30,"Kent","DE","Dover",363,1193,0.00420875420875421,0.00930626057529611,0.0320069204152249,39985
2014-11-30,"Beaufort","SC","Hilton Head Island",364,1551,0.00714285714285714,0.00323415265200517,0.135431918008785,75504
2014-11-30,"Greene","OH","Dayton",365,1287,-0.00155159038013964,-0.00077639751552795,0.0304243394715773,49374
2014-11-30,"DeSoto","MS","Memphis",366,1286,-0.00541376643464811,-0.0145593869731801,0.035426731078905,47777
2014-11-30,"Sumner","TN","Nashville",367,1296,-0.00307692307692308,-0.00307692307692308,0.101104502973662,63162
2014-11-30,"Rock","WI","Janesville",368,967,-0.0528893241919687,-0.090310442144873,-0.0349301397205589,61470
2014-11-30,"Jackson","MI","Jackson",369,915,0.0246360582306831,0.118581907090465,0.146616541353383,56270
2014-11-30,"Aiken","SC","Augusta",370,805,-0.00739827373612824,-0.0336134453781513,-0.0254237288135593,86951
2014-11-30,"Kenton","KY","Cincinnati",371,1099,-0.00632911392405063,-0.0204991087344028,0.0536912751677852,47209
2014-11-30,"Iredell","NC","Statesville",372,1049,0.0254154447702835,0.0365612648221344,0.035538005923001,81156
2014-11-30,"Rensselaer","NY","Albany",373,1391,0.0450788880540947,0.0561883067577828,-0.0920365535248042,36372
2014-11-30,"Pueblo","CO","Pueblo",374,939,0.0217627856365615,0.0456570155902004,0.0239912758996728,52099
2014-11-30,"Sarpy","NE","Omaha",375,1314,0.00921658986175115,0.00921658986175115,0.0107692307692308,50479
2014-11-30,"Hampshire","MA","Springfield",376,1591,0.0627922511690047,0.0166134185303514,-0.0292861500915192,40639
2014-11-30,"Deschutes","OR","Bend",377,1498,0.00943396226415094,0.0331034482758621,0.173061863743148,51947
2014-11-30,"Wyandotte","KS","Kansas City",378,773,0,0.0104575163398693,-0.026448362720403,44773
2014-11-30,"Hays","TX","Austin",379,1466,-0.00407608695652174,0.00410958904109589,0.0835181079083518,36528
2014-11-30,"Cumberland","NJ","Vineland",380,1235,0.00243506493506494,0.00734094616639478,-0.0260252365930599,42147
2014-11-30,"Sullivan","TN","Kingsport",381,915,0.00439077936333699,0.00549450549450549,-0.0307203389830508,54132
2014-11-30,"Berrien","MI","Niles",382,948,0.0360655737704918,0.0338058887677208,0.0846681922196796,39639
2014-11-30,"Bibb","GA","Macon",383,906,0.0248868778280543,0.0354285714285714,0.015695067264574,37999
2014-11-30,"Maui","HI","Kahului",384,2375,0.0317115551694179,0.0864592863677951,0.141278231619414,50615
2014-11-30,"Schenectady","NY","Albany",385,1400,0.0233918128654971,0.0385756676557863,-0.0161630358397751,37329
2014-11-30,"Catawba","NC","Hickory",386,949,-0.00315126050420168,0.00317124735729387,0.0315217391304348,70267
2014-11-30,"Centre","PA","State College",387,1354,0.0142322097378277,0.0112023898431665,-0.00733137829912024,28733
2014-11-30,"Penobscot","ME","Bangor",388,1020,0.00294985250737463,-0.0386427898209237,0.0569948186528497,23727
2014-11-30,"Ouachita","LA","Monroe",389,1125,0.00267379679144385,-0.040920716112532,-0.0384615384615385,41798
2014-11-30,"Kings","CA","Hanford",390,1111,-0.00179694519317161,0.00634057971014493,0.023963133640553,26293
2014-11-30,"Tolland","CT","Hartford",391,1593,0.025756600128783,0.0304010349288486,0.0198463508322663,43282
2014-11-30,"Monroe","MI","Monroe",392,1073,0.0219047619047619,0.0387221684414327,0.0468292682926829,60088
2014-11-30,"Santa Rosa","FL","Pensacola",393,1198,-0.000834028356964137,0,0.00756938603868797,52465
2014-11-30,"Alamance","NC","Burlington",394,891,-0.00335570469798658,0.0171232876712329,0.0865853658536585,46372
2014-11-30,"Johnson","TX","Dallas-Fort Worth",395,1241,0.0122349102773246,0.0130612244897959,0.054375531011045,38453
2014-11-30,"Madera","CA","Madera",396,1161,0.0220070422535211,0.0211081794195251,0.0440647482014388,35347
2014-11-30,"Stearns","MN","St. Cloud",397,1172,0.00170940170940171,0.0362511052166225,0.11301044634378,44303
2014-11-30,"Cass","ND","Fargo",398,1275,0,0.0399673735725938,0.295731707317073,21117
2014-11-30,"Franklin","PA","Chambersburg",399,1131,0.021680216802168,0.0750950570342205,0.108823529411765,37809
2014-11-30,"Ellis","TX","Dallas-Fort Worth",400,1344,0.00749625187406297,0.0143396226415094,0.0306748466257669,40292
