"RegionName","City","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Rancho Penasquitos","San Diego","CA","San Diego","San Diego",260200,260500,260600,260500,260200,260400,260900,262700,265400,267500,268500,269900,271900,274000,275300,276800,279100,282300,285000,287000,289200,292900,297100,302200,308700,315500,321800,328200,334300,338400,341700,346400,352200,355700,357200,357200,357000,357600,359900,363400,368300,374000,379600,384700,389100,394800,401800,408100,413000,418400,424600,430400,435200,439100,442100,444200,446700,451700,457900,464100,470700,476600,479400,479400,478000,477000,478200,481500,485000,487800,491200,495500,500000,505700,512900,519600,525700,532000,539000,547600,556400,563300,569200,573100,574700,576300,578500,582100,590500,603900,618400,633000,647900,663000,678800,695400,712200,726200,741300,758000,771900,780500,786900,789600,790200,791900,793200,794900,798200,800500,801000,803200,805200,805600,805000,802400,798200,794700,791300,786400,781400,779200,777900,776300,773600,768800,760700,753600,749400,747100,745700,746500,747300,746500,743600,740500,736900,731400,727500,727100,726300,722200,716200,709000,701400,694300,687800,682200,675800,672100,672000,671500,668400,665100,662600,659900,657900,658100,663000,669200,676000,682200,685900,686300,687400,690600,695900,701600,706400,709400,707900,702100,697900,697500,696600,694600,692400,690500,687500,684300,681700,679200,674900,667700,661300,657900,657300,655400,653800,652800,653700,653800,654600,656000,659800,665800,671700,674600,675700,679200,684600,691700,698800,706900,714900,724100,734800,747300,758200,764700,768400,774300,783300,789800,791700,793200,796400,798300,795800,791400,788300,789000,794300,800800
"Winnetka","Los Angeles","CA","Los Angeles","Los Angeles",196800,194500,193700,194200,195200,195700,195000,192800,191100,190600,189900,189300,188900,188900,189200,189800,189500,188700,189300,191200,192900,194500,196200,198700,202100,205900,208900,212700,217900,221700,224400,228200,230800,231600,233200,234800,234700,235400,237800,239700,239300,237900,237600,239100,241600,243200,244600,247000,251500,255600,258100,260200,263400,267000,270200,272100,275500,281700,288000,290900,290500,288500,287300,286900,287900,289600,292400,296700,300800,303300,305000,308800,316500,328500,338300,341800,342800,347900,353200,356800,360700,366400,374100,381900,387600,390100,392700,400700,413300,427100,439400,448800,455300,462500,472700,487400,502300,514300,526600,538200,545200,549900,555700,565300,578600,590800,594500,594700,600300,610600,620600,631900,644800,657200,667500,672500,672900,675700,685500,691000,687000,681600,683000,687400,689800,685900,681500,683900,687400,684900,680600,678500,677100,676700,676800,675600,672300,666100,656300,643000,628400,615100,602500,590000,574700,559400,544200,526900,510600,501700,495500,486200,476600,469500,462600,457000,454600,451600,445500,440200,438300,436600,437700,442900,453000,463100,469100,469600,472400,475600,477300,478000,477200,473800,470000,467100,465500,463900,462200,460800,458800,455200,451200,447300,443200,439000,437200,436800,434600,432500,431700,431400,431900,434100,436700,441200,446100,450700,452700,455000,457900,464000,472200,481500,490900,503800,517000,527700,536100,544700,553300,559000,559700,556300,553900,558800,565000,566200,566500,569600,575500,583300,589700,593500
"Mid City West","Los Angeles","CA","Los Angeles","Los Angeles",419800,420100,420500,421900,424500,424600,423900,426000,432200,440100,446400,452600,460700,467900,469900,468600,465500,463800,464200,467400,474800,482900,490500,501000,513200,522600,534400,546400,556500,564300,571600,577600,581200,577200,575700,582200,589500,588700,584800,587000,598000,613700,629200,637600,638900,641600,648900,654000,656500,663300,674100,683700,691200,699000,704700,708400,713700,725200,742800,758500,768200,774500,782400,785900,792400,802900,810800,814600,818200,814900,808000,810900,823300,833300,836200,844700,858500,872900,885600,904200,928700,953300,963200,969900,979700,987300,992400,998300,996700,991400,995900,1015100,1037700,1052900,1072900,1103400,1127200,1147400,1169200,1195100,1220800,1250600,1284700,1315400,1331400,1345300,1368100,1382100,1397800,1426900,1465200,1491600,1512900,1527200,1535100,1543300,1567800,1600500,1619000,1611800,1595000,1589000,1603200,1628600,1636500,1625800,1611900,1597800,1572800,1563100,1579500,1615500,1658400,1696500,1715100,1720500,1744900,1775900,1778900,1750400,1732800,1725200,1694400,1641900,1597100,1566500,1543000,1522100,1500900,1482200,1475900,1475200,1468000,1457000,1458600,1472100,1485500,1492000,1488100,1481700,1478400,1480700,1494900,1525200,1550500,1551700,1541700,1538600,1534000,1515000,1488600,1462100,1441900,1431500,1425400,1421200,1425900,1436100,1445700,1448800,1445500,1443500,1445900,1447700,1444800,1444300,1451200,1463700,1472900,1483700,1497900,1507400,1511600,1518300,1539100,1576700,1609200,1624900,1637000,1647800,1661500,1679100,1694300,1710900,1725800,1731100,1740200,1754800,1773600,1795000,1810700,1813100,1812600,1810600,1808600,1834700,1884500,1939900,1971400,1983500,1994700,2021900,2046500,2068900
"Brighton","Boston","MA","Boston","Suffolk",230400,227500,228400,230200,230100,230000,230100,230300,231500,233500,235100,237600,241500,244800,245700,247900,250800,253600,255800,257700,261600,269000,275500,278600,282600,286200,286700,286400,288300,290900,293300,295500,296400,296900,298600,301700,306900,313000,317800,320200,324800,329500,333000,338500,343300,346200,351600,358200,362300,367800,374500,380700,385700,389100,387600,386800,391100,397100,399100,400900,405500,410900,415900,423500,432300,440900,449700,456500,460400,463500,466800,471600,476600,480200,486300,497100,508400,513900,518700,528800,539600,542100,544800,551600,554900,556800,561900,561600,555000,552600,557600,560100,557200,557700,562300,564200,568100,573200,574600,575800,580900,587200,590900,592000,595300,601700,607900,610200,608600,603800,599200,597400,599100,602000,606300,609200,610900,614700,615200,611400,606800,602800,600500,594400,581400,570100,565700,561800,559000,560700,565800,570000,572100,572000,565800,557700,553500,553900,553300,554900,558300,558200,552700,549000,548500,549900,550600,550200,550200,548800,544600,542400,537100,525000,514500,509700,505900,505800,508600,516200,524000,527300,525600,522200,516500,510900,507000,503600,501800,502900,509200,515700,520600,523800,524900,523500,525900,528700,529900,531200,532400,528000,523800,521200,519900,518600,519800,523100,527800,532800,538900,545500,549800,554600,563400,571300,575000,578400,581100,581900,585500,592800,600300,608100,619800,631100,638800,645900,652700,656600,660600,668000,675200,682400,686600,695300,708700,724700,730400,735300,742800,752000,761400,772400
"Greenville","Jersey City","NJ","New York","Hudson",,,,,,,,,,,109300,111300,113200,115100,116300,116600,116500,116600,117700,119400,121200,123000,124600,126000,127000,128000,128300,128400,128500,128900,129300,129700,130000,130600,131200,131200,131500,132600,133700,134400,135700,136600,137200,138100,138500,137700,137300,137800,137800,138700,141800,144900,146600,149300,152100,152900,153700,157100,161300,163700,164600,164800,165300,164700,163900,164600,167600,170800,174100,177700,180200,181500,183400,185900,187800,190700,194500,198100,200800,204000,206900,209600,212500,215600,218800,222000,224300,227000,231300,235200,237600,241200,245400,247800,249300,252800,258100,261700,263600,268300,276200,282400,286100,289600,293800,297300,300800,305200,309800,315500,322700,328800,331700,335000,340600,344600,345900,348800,352900,356700,361200,364000,364700,366500,369000,371500,373600,375000,374800,375000,376100,377200,376800,378200,382500,384300,382800,378400,372800,369500,368800,365700,362300,360200,357100,353300,349700,344600,336900,329400,324300,318200,314100,316000,319300,316200,308700,300900,294900,291200,288400,285200,282400,282700,283600,281700,277500,274400,273400,274200,273600,270300,267600,267200,267000,265700,263600,259700,255300,252800,252500,251500,249200,246500,244300,242900,240800,238000,235400,234300,232900,231300,230600,230600,230500,230800,231500,232300,233600,235000,235600,235200,236100,238200,238600,238000,238400,239900,242100,243400,243500,244400,246200,247200,246400,245600,246000,247400,249300,251500,255300,259900,264600,268500
"Alameda - West Flagler","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",141800,142100,142100,140700,139900,140300,140300,139900,139700,139300,140000,141000,140600,140000,140800,141900,143900,145500,145700,145200,145700,147900,151500,153000,153400,154100,154600,154200,154300,154500,154600,154400,154100,153900,153500,154300,156400,157800,157400,158100,160300,161900,162800,164500,167500,170500,171700,171200,170800,170600,170600,170600,169800,170600,173000,173900,172500,172600,173500,174300,176200,178900,180300,180800,182400,185200,187600,189100,190300,191500,193300,195700,198500,201700,205900,210800,214400,216800,219600,223500,228000,231700,234900,238000,241400,244800,248400,250700,251500,252800,255800,261200,267600,272600,275300,277500,279700,283400,289000,297700,308600,315100,315000,315200,319900,326800,336000,346000,354300,359600,366000,374300,381000,385800,394900,405800,411800,413900,419400,428600,436900,443000,448000,451500,451300,453600,459300,463600,462000,460500,460200,463100,465800,466500,463500,460200,458500,459300,458200,455900,453800,451500,444600,433500,422500,409300,392700,377900,368200,358800,348800,336900,327600,320600,312100,299300,288300,283000,281000,275400,268300,265800,264500,263700,265000,266100,264200,263300,261700,258800,256600,255600,254200,251300,248100,245300,243600,241400,239800,238900,239100,239100,239300,240300,239400,236100,231200,226000,222300,221600,224000,225700,229400,237400,246300,251500,256600,259000,258800,259100,259300,259300,259900,263100,266100,267700,267100,269000,273100,278500,286600,296000,299200,297100,297800,299000,296500,292300,291200,291300,290900,291800,295300,298500
"Woodland Hills","Los Angeles","CA","Los Angeles","Los Angeles",377100,376400,377500,380500,385600,388800,389400,390800,393400,393600,392200,393100,395300,397600,399300,400600,402600,405600,408700,413000,418300,421600,424300,426900,430100,432800,437300,442900,448900,456000,463400,471400,478700,483000,485300,487300,489800,493700,498000,498400,497800,497700,499300,503000,507700,511600,514500,516100,517000,522600,529800,534600,534200,531800,528100,527200,531400,541300,552000,562600,569400,566000,561500,564200,570500,575000,581400,583800,583200,585100,591600,602100,616300,628300,634900,641100,648500,655700,661400,666900,671400,676600,684500,695500,706400,719800,732300,742700,750100,759700,773700,793300,814400,834000,850700,865400,879600,892200,906500,924500,947500,965900,972300,967300,963200,961000,963200,970500,986100,1008900,1034900,1054100,1067500,1077800,1091200,1110800,1130600,1140300,1144200,1145300,1141000,1136500,1136700,1136400,1130200,1125400,1126500,1134300,1138600,1142100,1146200,1147600,1140600,1129100,1117000,1111100,1108500,1106900,1103100,1092900,1080300,1068800,1053300,1032200,1010700,990800,971200,953400,941600,937400,932500,919300,904700,898400,891000,881800,881100,884600,880700,874000,874000,879700,888600,898000,904100,902100,901000,900400,895300,885600,874300,861500,851400,839200,824000,813200,808900,806000,804700,804900,806700,811900,820000,826700,828200,825800,818700,814100,813700,813500,809000,804400,804500,809700,820400,832900,842400,848200,859200,870200,880700,896900,915200,938400,967900,990200,1004800,1014600,1011500,1006900,1013300,1022200,1023200,1023400,1038800,1055800,1049200,1032500,1024000,1020700,1021300,1024700,1025200,1024100
"El Sereno","Los Angeles","CA","Los Angeles","Los Angeles",162500,160800,160700,163400,165400,166000,166100,166500,165600,165500,165800,166800,167600,167800,167400,166800,167700,170400,174100,175700,175500,174400,174100,173800,172800,171200,170000,169900,170200,171300,172300,173600,175000,176600,179100,181500,183100,185900,188900,189600,191500,195000,195400,193900,194600,197300,199800,202800,206400,209300,210400,210000,209300,208100,208700,212600,216900,218400,218800,220800,223600,225800,227100,227300,227000,228300,229600,229600,231200,235600,238800,241500,247100,252700,256800,263400,270000,272000,272600,275500,278500,281700,284900,287500,287700,290500,296100,302000,307400,313700,320100,328800,339700,348600,356700,365800,375600,384200,396200,411100,423900,432300,442500,450600,457700,465600,474900,480500,485700,491200,496000,501000,512000,528600,545700,559400,568200,574700,580400,584000,588900,597100,604800,610100,612200,611900,611400,611400,610500,609000,611900,616000,617000,613100,609100,604900,601000,599000,600000,597500,589000,583700,579600,576300,572800,568600,559300,550300,542000,534400,522000,512200,504500,496100,487100,482600,478600,474500,470000,465200,458600,451600,444700,438300,435900,435800,433500,429400,428800,430400,431500,428500,423400,418300,416400,415700,414900,414300,417700,420600,418100,413600,411600,408600,405100,404300,403900,400300,396700,395600,393100,388400,383400,380800,380300,382900,387800,393100,396700,399400,403000,406900,412500,418500,426400,434500,445400,456300,465500,471600,480600,494200,504500,507000,507400,510000,512300,510800,505300,502200,502500,503100,504300,506200
"Almaden Valley","San Jose","CA","San Jose","Santa Clara",394500,399600,405000,410800,415100,418600,423100,428700,433900,439400,445800,451100,455100,459200,463700,470300,478400,486900,495000,504000,513000,522200,529400,534300,538100,541900,545900,551900,558500,563200,567300,571600,576100,580100,582100,583000,583800,586200,592600,603500,616600,630800,646000,662300,678400,695300,715000,735100,755500,775400,793700,809200,822500,834700,848200,860000,870600,878900,881000,876900,868000,856500,843800,830000,816400,805400,792900,777600,763400,755700,757000,767100,785600,807200,823800,833100,838600,841100,841200,841800,842100,840900,835900,827800,820600,816300,811300,808000,808900,812400,817900,826500,838200,854100,873100,890900,906100,922600,944000,963900,980600,996300,1010100,1022200,1035200,1046800,1061600,1080200,1092900,1098700,1102200,1107100,1114800,1124400,1136100,1145700,1151200,1152400,1148800,1144300,1141700,1137600,1136100,1142000,1146600,1148100,1148600,1150200,1151500,1154600,1158600,1164300,1170200,1172500,1170500,1168200,1167000,1165000,1164200,1166900,1168900,1163000,1155100,1148700,1142600,1137800,1132700,1122400,1109800,1099000,1088000,1075000,1066900,1066000,1060500,1045700,1030500,1020000,1012200,1005800,1002200,1004000,1010600,1018000,1020900,1023100,1028000,1032500,1036400,1043100,1049700,1052200,1051100,1047300,1042700,1037900,1035000,1031700,1026600,1019200,1011900,1003400,995700,992900,994800,992900,986600,983000,983500,987200,996300,1010000,1023800,1039900,1060900,1086900,1112800,1132800,1146200,1157800,1168900,1178500,1184600,1188600,1198000,1213300,1227000,1237100,1243100,1248800,1256200,1268100,1277100,1279500,1279800,1290600,1303500,1310900,1316700,1321900,1329400,1342400,1359400,1372900
"Desert View","Phoenix","AZ","Phoenix","Maricopa",233500,230200,229000,228900,229700,231200,232800,235500,239100,240500,239700,239100,239300,239900,240700,242400,243600,243100,242900,244700,246400,247300,248800,251400,253200,254500,255900,257500,257800,257100,256700,258500,261800,264700,267100,270100,274000,277600,279400,280600,282900,285400,286700,287200,288700,291400,293700,294900,296200,297800,299200,301100,303300,305600,307600,309900,312600,314700,316700,317900,319400,322300,325400,326100,327500,330900,335000,337000,335400,333700,335200,338000,340400,341500,339600,337200,336700,337400,338400,340600,343600,346800,348000,349600,351700,354200,358800,364400,367500,369800,373200,375900,379100,383700,389000,394900,401900,409200,418000,428000,439600,453000,465800,476900,490800,507900,525200,541200,556700,573800,593700,616500,636900,654000,670000,682900,687900,688000,688500,687800,687200,684100,679500,675300,673700,669700,666300,666800,668700,668800,667500,669400,672300,673900,670600,665900,659300,649800,639700,633100,625400,614000,602700,593200,584000,575300,566000,556600,548000,540500,531400,517300,503800,496100,489900,479200,467700,458800,451400,442400,435700,432000,428300,426300,427800,429000,427700,425700,423900,422400,421200,418900,412900,405000,398500,393600,390900,390900,392600,393600,392500,390300,388900,388300,388400,390800,393600,394700,396300,401600,407300,411600,414900,418400,423300,430900,438200,446900,457700,467900,473300,475600,478900,486600,497200,505500,511900,516400,518300,516900,516400,520600,524400,521500,516800,516500,517700,518800,518600,518000,520500,523800,525600,526600
"Portage Park","Chicago","IL","Chicago","Cook",155300,154200,152800,152100,151900,151800,151200,150600,150800,151400,152200,153500,154200,153900,153700,154500,156400,157600,157200,156400,155900,155700,156200,157100,157700,158400,159500,161300,162100,162800,164000,165200,165700,166500,167800,169100,170300,171500,172100,172200,172800,176300,181500,185300,187300,189900,192600,194800,196700,199000,201100,204000,207800,211900,216100,219700,223200,226100,227200,228000,231000,234900,237500,237600,237500,238800,241100,244400,248100,251400,253600,255900,257800,259000,260100,262100,263500,261700,260000,260300,262000,264200,268600,272400,275900,281000,288500,294200,295900,295000,294300,294400,295900,297700,298600,300000,301400,302500,304400,309700,317000,324300,329100,334100,338500,342100,345400,349900,353400,356000,359000,361800,365100,369500,374100,376600,376900,376600,377700,380900,385300,389500,391900,392500,392900,393700,395800,397200,397900,398200,399100,398100,397100,396800,395800,393200,389100,383700,378000,374500,372600,369900,363600,355600,348500,342000,334900,328400,324000,322900,323500,323100,325100,329900,332300,329700,326100,321000,315600,312400,311900,311800,311600,309700,306400,302500,298600,294300,291100,288900,288700,288500,287300,283400,278200,273800,268800,264300,263300,264600,264500,263800,261400,258200,255900,252700,246500,241700,239600,239000,239800,242200,243200,242200,242400,244000,245500,248000,251700,254800,253800,251300,249800,253200,257900,263600,266800,266300,262900,262500,265400,267800,268500,268800,269700,269500,269700,272100,277000,282100,287400,290500,292300,293800
"Briargate","Colorado Springs","CO","Colorado Springs","El Paso",210700,211100,210800,209500,208300,208000,208100,208400,208400,208100,208100,208700,209300,209700,209700,209200,209100,210000,211000,211900,213000,214300,215400,216100,216400,216400,217200,218000,218600,219200,219900,220300,221300,222800,224100,225700,226800,227700,228600,230000,231000,231600,232300,233700,234900,235900,237000,238400,239700,240600,241700,242900,244200,245500,246600,247600,248800,250000,251300,253200,255600,258400,260800,262400,263900,265500,267200,268400,269000,269300,269600,270000,270700,271600,272400,273700,275400,277200,278600,280000,281100,282100,283000,283200,283300,283800,284600,285400,286600,287500,288700,290200,291400,292500,293400,294300,294800,295000,295400,296700,298000,299300,300400,301800,304300,307700,311300,315200,319000,322300,324900,327200,329000,330400,331700,333900,336700,339700,341700,343000,344200,344900,345100,345500,346900,349000,350600,351800,352600,353400,354800,356300,357300,358900,361500,362700,362600,361700,360800,359300,356200,352500,350500,349400,347800,346200,345200,344500,344100,343900,343200,341800,340300,338300,335900,334500,334700,335600,335800,335700,335100,334400,334500,335100,335700,336700,337500,336700,334900,332300,330300,329200,328300,327300,326600,326100,325900,325200,323800,322600,322000,322200,323400,324800,326300,327600,328300,329300,331000,332000,331600,331100,331200,331600,331200,330500,330900,331400,331900,332200,333000,334400,336400,338000,340000,342100,343900,345400,346500,347000,346800,347000,347600,348800,350600,353100,354900,355700,355700,355400,354700,354900,356000,357200
"Salem","Virginia Beach","VA","Virginia Beach","Virginia Beach City",173000,172600,172300,171900,171500,172000,173100,173600,173400,173900,174700,175200,175500,175500,175200,174400,173100,171900,171100,170900,170900,170300,169900,170200,170600,170800,170900,171800,173100,173800,173700,173500,173600,174300,175300,176200,177500,179400,181400,182700,183800,184700,185500,185800,186200,187000,188000,188600,189000,189900,190800,191800,193000,193600,193400,193300,193200,192700,192600,193600,195000,195400,196000,197400,199200,201200,203400,205100,207300,210200,212900,214600,215500,216600,217500,217700,217900,218600,219600,221300,223500,225800,228000,230600,233500,235900,238300,242000,246200,249500,252600,256700,261500,266300,270900,275000,279800,286300,292400,297100,302500,310000,318800,327700,336200,343400,349000,354800,360100,364600,370700,377900,383000,388300,395000,399600,400800,400400,401300,402800,404500,407100,410300,411500,412200,412400,410300,408000,407600,409800,413100,415900,416400,416400,416100,416700,416600,416000,414500,412100,410500,410500,410000,408100,406200,403100,399600,396600,393700,389900,386900,385900,384800,382700,379800,378000,377300,377000,376100,375300,374600,373400,371700,371000,370500,369400,367300,363800,359800,357100,354100,350800,348300,347000,346600,345900,343700,341200,340700,342000,343100,342000,340200,340000,341300,341900,341900,341700,341200,340400,339800,340400,342800,346100,348900,350400,350900,351200,351800,352200,352900,353500,353500,352100,351200,350700,351000,351700,353400,354300,354600,353900,353400,353900,355900,358300,361200,363800,365300,365600,365300,365300,366200,367000
"Carmel Valley","San Diego","CA","San Diego","San Diego",510800,513600,511700,506700,499300,492100,487200,484500,483800,486200,488700,488500,490600,496700,500800,504000,511600,521300,526600,527400,529900,538100,545300,546800,544700,546100,550900,554200,554200,556300,561600,568900,578400,588800,597900,604700,609800,616200,624100,636200,651800,663300,669100,677600,685300,691800,699700,707500,713200,718300,721100,725000,732500,740200,746300,752900,759200,764400,768100,772300,774600,773900,774500,776500,776400,776000,779700,783800,787600,792700,800300,807500,813900,820600,828700,839100,849500,858500,869800,882400,891600,899600,904900,909500,918600,926300,926700,929900,940200,957900,979600,998700,1014300,1033900,1056100,1078300,1103400,1139500,1181000,1210400,1227700,1237600,1239000,1240400,1249800,1256700,1261400,1266000,1268800,1269500,1275300,1283200,1290500,1295900,1299800,1304600,1307100,1307100,1309100,1313600,1308100,1295200,1282400,1274300,1266600,1255100,1244400,1232500,1219300,1208800,1205500,1202600,1201000,1198000,1193300,1187200,1180900,1176700,1175100,1173600,1172300,1166900,1153400,1138000,1129100,1126200,1122300,1115300,1108300,1107600,1107600,1101900,1095500,1092200,1086900,1079800,1071900,1063900,1062600,1066500,1070900,1073100,1076000,1081100,1084500,1084500,1084700,1088300,1092600,1095900,1092100,1084100,1073900,1061600,1048800,1044400,1046900,1052200,1057400,1056400,1049900,1044000,1040800,1038500,1038100,1037000,1037900,1038600,1037100,1038100,1045600,1055000,1063300,1069100,1074200,1082300,1093700,1108400,1121300,1131000,1140500,1151200,1161700,1176300,1194900,1215800,1234100,1250200,1266000,1277100,1278600,1278300,1281000,1282500,1280400,1280200,1285200,1288300,1284700,1279200,1277400,1280600,1291200,1302300
"West Adams","Los Angeles","CA","Los Angeles","Los Angeles",174200,172200,171300,170200,168300,165400,163500,164200,166300,167800,169700,172300,172600,173200,173600,173300,173200,175500,176600,176600,176600,177400,178800,180700,181400,182800,186600,190200,192600,194400,195500,196700,199300,200700,202100,204500,208700,211600,213400,215000,217100,221400,226000,228000,231200,237500,241800,241300,239700,239100,239800,241500,247200,253500,256800,258100,258700,259200,261200,266600,272700,274800,272100,269700,269100,267900,267200,270200,274900,276400,277300,282300,288500,290900,291900,297100,302100,302700,302800,304900,308200,314900,320800,321900,325400,335500,349300,361700,370900,379900,388700,389100,385800,392200,404200,415300,428600,446900,466000,480000,488700,495000,506500,525200,544100,551000,556000,563500,572600,585200,596500,598800,601100,614900,636500,659100,678600,688100,688400,687400,685300,678800,677700,692900,712800,725700,729900,731100,731100,735200,742100,750600,757100,759900,757400,753000,751800,754300,753600,745900,734400,721900,710000,695500,679100,664800,654400,643100,629700,612200,595100,580400,571600,571100,576200,580000,579200,570500,561700,561100,561800,559000,555000,554400,553900,554300,551700,547100,530700,514800,504300,495700,483700,476500,469600,461100,451100,441400,436000,434800,439800,446800,447900,440200,432200,427000,426600,428900,430400,430800,431300,431300,432600,436000,440000,445000,450600,451700,450300,454500,463700,471400,477100,481700,490200,497100,497600,493800,500100,512100,527100,540200,551600,558800,564700,574800,590300,606200,620900,635200,646900,656100,664200,669400
"Valley High-North Laguna","Sacramento","CA","Sacramento","Sacramento",153000,152600,151900,151000,149100,147200,147100,148400,149000,149400,149100,148500,147600,148000,150100,152700,154700,155700,156200,155700,155700,157500,160500,162100,162200,162100,161100,159300,158400,158900,159700,160200,160000,160500,161100,161400,162000,163100,164100,165200,166200,167500,168200,168900,171200,174600,177800,181000,184400,188100,193200,198100,201600,204100,207200,209600,210800,211400,213700,218600,224900,227100,225200,223500,225500,229400,233800,238700,242100,243000,244600,248000,251500,255000,258300,262000,264600,264500,263700,269500,280100,288100,291000,291600,291600,294100,299700,305700,311100,316000,321500,325100,328700,336000,343700,349100,354400,360900,367000,374200,382400,391200,398200,403400,408400,415400,422400,427100,430700,437300,445100,451700,458600,468400,477600,482200,479900,474200,470200,469000,469300,469600,469000,468100,466300,463000,459400,455300,451300,448000,447600,448500,446900,441400,436200,431700,428400,422400,413200,403700,395900,387400,377500,366200,354400,342900,332900,323700,313000,301200,291800,284000,276400,269600,264200,260100,257400,254700,249800,242000,234000,227900,223900,221300,219600,218600,218500,220400,223300,224000,223100,221700,219200,216200,213900,212200,211200,210500,208700,204400,199500,195600,192800,191200,190400,191700,195900,200900,203000,203800,204400,205300,205500,206100,207800,210400,213900,217400,217900,217600,219700,224300,227800,231200,236600,244600,252400,260900,270600,278100,281300,282400,284200,285800,286500,286400,286500,286100,288200,292100,297400,304200,311400,315600
"Rancho Bernardo","San Diego","CA","San Diego","San Diego",275700,275000,273800,274100,276100,278400,280400,283600,287100,289600,290800,290600,289100,288300,289200,290900,292400,295800,301300,305400,307300,309200,311100,312100,313400,317600,323900,329900,334400,337700,339500,340600,341500,342800,343100,344700,348800,353200,356300,359600,362600,366100,370200,373700,377200,380400,383400,387800,393100,397700,401900,405700,409300,413400,418300,422900,427300,432400,438300,444300,449200,451400,452200,454000,456600,459300,463500,468400,471000,472900,476100,476000,474500,477000,482300,487000,491600,496200,501600,509700,519900,528700,535800,543500,550700,554800,557800,564000,573700,583500,593000,603100,612200,623000,635600,649300,665500,687100,709900,727500,737100,741700,741700,740600,744000,747900,750000,753400,757300,759400,759500,759400,762100,766200,766200,763900,763700,766000,765000,761700,757000,746900,733800,723400,715900,710200,705100,698400,691400,687100,686500,687000,686700,686700,685600,683700,681500,676400,672600,674000,673600,669000,666900,664300,657100,649800,644300,638200,630600,624500,620200,615100,609400,605100,600800,595500,592000,591600,594400,598000,603100,612100,623500,632700,638700,642500,646400,652000,657100,662400,668000,670600,669500,664400,657800,650800,644100,638100,633100,627800,624100,620900,616900,613100,610000,608600,608700,608700,608600,608000,604000,600300,602500,608700,616000,624200,632000,637800,643300,649700,658100,667500,676000,684100,691900,698400,703000,706600,710200,713400,715500,718300,723700,729600,734100,739500,742700,738300,731500,730200,732300,735400,739100,742300
