"RegionName","City","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Canyon Country","Santa Clarita","CA","Los Angeles","Los Angeles",260000,256400,252100,251100,251400,250900,251200,251500,253200,255700,258000,258100,258900,261800,263800,264600,266900,269100,269300,272200,276700,278500,279600,281800,282600,282000,281900,281300,280500,282900,289400,294800,294300,292100,293700,299000,300700,301500,306000,312600,316400,318500,319700,321900,324500,327300,330000,332800,334100,334400,335400,337800,339700,340300,340000,336800,334500,334700,336200,337100,341000,345900,348100,349100,352500,355100,357200,360500,365100,369100,371300,372100,375400,381900,389000,393500,396700,401400,407100,410900,415100,421700,428700,433900,438900,444000,448500,454700,462800,469800,474200,480000,487400,495400,502300,510900,522200,535500,549900,563400,573000,581300,592000,605000,618100,630300,641600,654200,666400,676800,685300,691600,699000,710900,724200,736100,746000,753600,763200,771700,774400,773700,770800,766800,763600,759600,753500,746900,739600,735300,731900,724600,713500,700700,688700,680400,673000,665200,659400,652700,643000,631100,617200,602300,588200,576100,565100,553200,541000,529700,520400,513400,504900,492900,481400,473400,467600,463100,460800,460300,460000,460300,459700,458900,460200,463100,465600,467300,468600,470500,472400,472300,471000,467800,463500,459100,456300,456200,456500,455400,453600,449800,445100,442800,441600,438000,434100,430700,427800,425400,424700,425900,428800,432500,435700,439500,445100,450600,455300,460100,465400,469400,473600,479100,484700,489400,494700,500700,506400,511900,513500,512700,513800,517300,519000,523200,531100,539900,546000,549000,551900,557100,563400,568500
"Newhall","Santa Clarita","CA","Los Angeles","Los Angeles",289600,282900,277100,274300,274500,274500,273300,273800,279500,284800,283900,280200,278100,278800,280200,281200,282100,281900,282200,287300,294100,299200,305400,314000,320300,323000,322600,319900,319100,325000,332000,333900,332500,330600,331200,336700,344900,349700,353200,357300,358400,357900,359000,356900,355400,362300,370600,370100,366300,367800,372900,376900,380700,383500,384700,383000,379700,378600,379800,379700,379100,377800,378200,382000,386000,388800,393600,398800,402400,402000,399800,399000,402900,411400,420000,426200,432400,438800,444800,456000,470200,482600,491500,499500,505800,511700,516300,520000,524200,531000,538100,543900,549000,553500,561300,577000,596000,610300,622400,637100,651600,661600,668800,676500,686600,696800,705200,717000,731600,743000,749800,756500,767100,780000,790100,801600,814300,822800,828700,825100,814300,812100,818900,819800,814400,807400,804000,797200,783200,772700,772700,772500,769200,767600,766000,760100,751600,742400,735700,729500,723700,719600,709500,694400,683600,674300,665200,662800,661400,655700,644900,633600,619700,602500,586300,579400,575600,570000,563800,559200,554100,551600,552300,554100,556500,562200,570200,578100,580500,575800,566600,559600,557100,554000,550100,547700,548100,546100,538300,527100,521100,518800,515600,512000,511700,514300,516500,515700,514700,514700,515400,516200,514900,512900,513500,515500,517100,518700,521400,523700,527800,532900,541500,553000,566300,581200,596400,601800,598600,597800,601400,605400,611000,621700,634800,641200,639100,631100,625100,624200,627300,628200,627000,625200
"Anaheim Hills","Anaheim","CA","Los Angeles","Orange",350600,350100,348800,347300,345400,343200,340900,339800,342500,346900,348600,346200,343600,344800,348500,354400,361400,368400,374800,380000,384200,389700,394900,401500,,,,408600,413900,417800,422000,426100,432600,438100,442700,448200,452500,455300,457500,460100,467500,476700,481400,482200,478500,472000,468100,465400,464700,474300,491300,506200,515300,520900,523100,525400,529900,539500,548400,549700,542800,534600,529500,529500,529200,528700,532000,537100,541100,543900,548100,551500,555400,560200,565700,568800,571700,578600,591300,606300,617600,626000,634800,648000,662800,675100,687900,698700,706000,712800,723400,737600,756700,777700,795100,813400,831600,850900,866700,885100,901700,920100,933000,938100,935800,935900,945400,955100,957100,952400,954600,965200,988200,1004400,1011300,1016000,1028600,1045200,1058700,1066700,1087400,1113300,1115800,1102100,1089600,1075300,1063500,1058100,1051800,1045300,1040400,1034800,1035500,1046400,1059100,1059600,1048600,1038200,1028200,1011000,996300,985100,966800,947000,929500,907200,888200,877700,871500,866900,863300,860300,853400,837200,823400,823300,825700,818800,807500,799600,793300,791400,792100,795400,798400,800700,795800,782600,766200,757700,755400,753200,749300,740200,730300,722900,717900,713600,712900,712600,707300,699700,694500,691500,689100,689700,690900,692900,696300,700500,705400,713000,720200,724900,728800,736500,748800,760100,766800,771300,777500,786000,797400,808800,821800,837200,852100,863900,876500,891000,909800,926000,934900,943200,953400,956400,952800,951800,956000,960200,958300,956700,959200,963200
"Southeast Anaheim","Anaheim","CA","Los Angeles","Orange",200000,200300,199300,198100,198900,200500,201400,201000,199700,199100,199700,200100,199800,199600,200800,203100,204500,205500,207200,209000,210700,212800,214000,218100,,,,223100,225700,227100,230900,232700,232300,231600,234500,241000,247600,252100,254600,255700,256100,256100,256200,259100,262900,265500,266800,266800,266800,268900,270300,270400,272900,275900,277600,278700,281100,284900,289500,292200,293200,294300,296800,299600,302500,305300,308900,314600,321900,327100,331200,334000,337100,342500,350300,357000,362000,368500,377100,386000,393200,400800,408300,415100,420400,424900,427300,429200,434100,443500,454400,466500,479600,492100,504000,522600,550100,574300,589400,604500,622200,638500,643500,635900,626200,624900,628700,634100,638600,644400,653800,663700,670700,672600,676600,682900,690300,695500,700700,709200,716000,720600,722900,723200,719500,717100,716000,715900,717400,719700,720400,716500,712000,709100,715900,734900,750700,759500,769000,777000,785100,799400,806600,790200,769400,744400,708500,673900,654500,635200,612900,598300,577400,543300,511500,491900,477800,471300,467900,461000,454000,450700,448900,447500,449100,451700,451400,448800,445400,443300,446600,450700,450900,450300,451400,449800,446700,444200,443300,444100,441100,435300,430000,427100,423200,419100,415500,413000,410500,408500,409500,413000,419100,425300,430200,432500,433400,435000,437600,440600,446200,456200,470300,485100,497700,509200,517700,520100,522200,525300,529600,533600,537000,540600,543400,545500,547900,549700,548900,547900,548100,550100,551200,551200
"River Oaks-Kirby-Balmoral","Memphis","TN","Memphis","Shelby",273300,273400,272400,270500,270400,271400,271600,270300,270100,272400,275800,278200,280200,282900,285600,287000,288200,289700,291300,293700,295900,296500,298000,301300,304100,304700,304700,304800,304600,305400,306200,308400,311700,314300,316200,318000,318400,317800,318600,319700,321000,321500,323200,325500,327100,328500,330900,332300,332000,331700,333000,335000,336200,337200,337700,338000,338100,337600,336000,336500,338300,338900,338200,339400,339900,336700,332100,328500,327400,326000,323400,323000,325400,326100,325500,325400,327400,331000,334600,336500,337600,338600,339900,342300,344300,346000,347200,348600,349900,351700,353900,356000,357100,358600,359700,358400,356700,358200,361600,363400,363700,364400,366300,368400,369700,371300,373900,375500,376100,378000,380400,383200,385800,388400,390600,392800,394500,396100,397700,398800,400000,400600,399500,398200,398700,400100,400900,401800,402500,402300,401600,401500,400100,397600,395700,395400,395300,394000,391100,387300,384400,382400,381100,380700,380800,379800,378600,377300,373600,368700,366100,365400,364500,363800,363000,362400,361500,361500,361400,359500,357400,357600,357900,357700,358500,359000,358600,358300,359400,360500,361000,361000,361500,361300,360900,360100,358500,356800,354900,351600,349300,347800,346300,344900,344400,343400,342300,341200,340700,341600,343400,344700,344500,344600,344700,344500,344900,346900,348100,348400,349100,349700,349200,350000,353000,355000,356400,359300,361500,361100,360500,361300,361800,361300,361500,362300,362900,364200,366400,367500,367700,368500,370100,371200
"Frankford","Philadelphia","PA","Philadelphia","Philadelphia",58400,58900,59000,59000,59400,59900,60600,60400,59900,60300,60700,60300,59600,59300,59200,60000,60500,60200,59900,60200,60900,62000,63100,63300,63000,62900,62700,61700,60600,60300,60400,60400,59800,59200,59200,59600,59400,59600,60300,61200,61800,62200,62700,63700,64500,64800,65300,65800,65600,65700,66100,66300,65700,65300,65000,65400,66400,67900,68600,68500,68400,68500,68400,67500,66600,65700,66400,67900,68900,68800,69300,70900,73300,74600,75200,76300,77900,78100,76700,75700,76700,78000,77700,77300,77700,78000,78200,79000,80400,82800,85600,87100,87200,87700,89400,90800,90400,90500,92000,94600,97400,99300,100100,101000,103200,106100,108100,110500,114800,119600,122300,122800,124200,127000,129400,129200,128100,127400,128300,129300,129800,129800,131300,132700,133800,136400,139100,140800,140800,139900,139000,139600,140800,141700,141900,142300,142200,140400,139800,141600,144000,144000,141600,138700,136400,135500,136600,137300,136500,136600,137400,137100,137000,139400,143500,146300,147200,147800,147800,148000,148100,146000,142700,141300,140800,140500,140200,139700,139000,137900,136700,137000,138000,138000,137600,138600,139900,139400,137000,136200,137300,136600,133700,132100,131600,131300,131400,132400,133000,132700,132700,133500,132400,130800,130200,130100,129200,128600,127300,126700,127000,126900,126600,125600,126400,129300,130600,127600,125800,124400,121300,118000,117300,118700,121100,120700,117800,115200,115500,115500,114200,115300,120300,124300
"Harbor Gateway","Los Angeles","CA","Los Angeles","Los Angeles",183000,183500,185200,186900,186600,185800,186500,186900,187100,188200,188900,188300,186600,184100,182400,181300,179900,179300,179100,179900,181500,183800,185600,188800,191900,194200,194200,192800,191400,193600,199700,205200,208100,209900,212700,213500,214800,219400,225600,229300,233100,235200,234100,232000,233100,233500,232400,235200,239000,239000,239400,243400,246100,247500,248500,251900,255800,258800,262300,265400,267100,266800,269200,276300,284200,287600,288100,287400,286600,288900,293900,297000,298500,303500,307600,308400,309600,313800,320800,330000,339200,348200,356900,363700,367800,371800,375400,378200,383800,389400,394100,400400,407100,412800,418900,428300,445000,463100,476200,485200,493800,505900,518800,524400,527600,534700,545800,555800,565300,576000,586600,598900,614200,625300,630600,637200,645900,651400,652400,653800,656500,657500,660300,665400,666400,667800,670800,674100,674400,675200,674000,674600,673700,671400,668000,663800,659500,656600,654400,650200,644300,636200,628200,620200,612700,606400,597200,582300,564100,548700,538300,530600,522900,514900,505900,498700,491000,482600,478900,480200,482000,483200,484500,485800,487900,488000,486000,480300,472600,465300,461100,458300,455200,450300,446100,441900,438600,436900,436400,436100,439000,440600,437800,434000,432200,429600,426000,423900,421500,420100,419500,419800,419700,422000,423600,424800,427400,430800,431800,431000,432000,433400,439400,449200,458100,466700,477600,486400,492200,498200,505700,514000,524600,536400,543600,542000,533300,520800,512300,511700,515100,516600,517000,518600
"Mar Vista","Los Angeles","CA","Los Angeles","Los Angeles",360200,364600,368200,368800,371000,373600,372900,370400,373900,379700,384400,392200,402900,409800,413300,414700,413200,412000,412200,413500,415900,421100,428100,438900,451700,462100,466700,467800,469000,474100,479600,484700,490000,491000,489400,490100,493000,501100,516000,529100,536100,537400,538100,540900,543500,541100,539300,537200,534500,530300,529000,529800,530400,529600,531000,539500,552500,564100,580100,599600,610900,612900,614400,614700,614900,618200,630300,641700,645300,650000,659100,663500,671500,690000,707000,716400,722500,733400,750500,765100,772200,784600,796400,801400,803000,805000,805600,811000,824100,845000,861300,867200,872400,884500,893500,911300,939400,964800,981900,1008000,1037800,1049000,1037600,1032100,1044600,1059000,1075200,1092000,1108300,1120000,1138800,1167500,1202400,1230700,1258900,1291900,1321800,1343400,1355200,1356400,1339700,1320600,1307000,1299700,1294000,1289600,1295500,1308900,1306700,1291900,1292900,1296500,1297400,1308100,1328100,1342800,1349000,1347600,1336300,1319400,1298700,1269700,1236600,1214000,1195900,1171800,1144100,1121100,1106800,1104000,1103500,1098900,1108900,1137700,1153800,1151200,1152100,1163000,1174200,1170000,1156600,1152400,1159200,1163700,1166800,1168100,1169400,1173600,1177800,1180600,1183800,1184300,1177000,1170000,1163500,1159000,1151600,1141100,1132200,1127500,1128500,1129300,1130100,1132300,1138700,1142400,1138800,1121600,1110200,1113400,1121100,1132500,1147800,1155500,1158300,1157600,1154600,1155800,1166100,1182800,1197900,1212500,1236800,1265500,1285800,1307100,1327800,1344800,1356100,1367200,1384300,1412500,1439200,1453200,1458300,1468200,1488600,1512600,1527800,1543700,1565400,1582300,1596200,1612300
"Coral Way","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",198400,191000,185200,182600,181300,179400,178300,177500,177700,178100,179300,181000,183700,184300,185200,185900,186300,185500,185600,184400,182400,182600,185700,187600,189100,191900,192800,193100,195400,197400,198500,201300,202900,200900,198100,199300,203000,206500,207600,208400,208000,207300,207500,209800,213900,219000,222600,225400,226700,228800,229600,228700,226900,227900,228100,229900,234600,237900,237800,237900,239500,242400,248400,255400,260000,265600,272000,274500,270100,267300,270600,277100,282800,289500,296500,298200,300000,305500,313700,317200,321800,328800,333500,335000,335000,335500,341600,349700,356600,360500,363200,368200,378200,386900,392100,394400,396300,398200,402000,409900,420300,429900,440900,454900,465400,467300,470300,480600,497800,510600,518200,532300,551900,563600,563900,561400,565600,578200,588500,594700,601700,615200,620800,621300,620900,621000,616900,618500,620900,625600,628800,624000,618400,619900,622500,620200,612700,609900,617100,620800,612800,604500,598400,594700,586900,563300,536800,515100,497900,481000,467100,453600,439500,425100,416400,411700,406100,401700,400900,401400,402900,405300,405300,404700,406500,408900,408800,406400,403800,403100,397500,386600,379200,375600,368200,359200,353600,352300,354000,355800,351800,348300,353500,363000,365100,362900,366200,369000,366400,363300,367100,374200,383200,390200,397100,401200,404300,406200,409700,418600,431800,440400,441400,441300,449400,464000,472800,472500,473300,479000,486500,493600,502900,506700,504200,498000,489000,476100,468500,470400,472800,469400,467900,469800
"Watts","Los Angeles","CA","Los Angeles","Los Angeles",133700,132400,130700,127900,126000,125100,125200,125500,126500,127600,129500,131800,133700,133900,133800,134500,136700,139400,141000,141500,142300,143000,142200,141600,142500,144100,145600,145900,145100,145700,147700,147200,145300,146400,149700,152800,152900,152200,153200,155800,158300,158700,156500,155300,154400,150700,146800,145500,145300,145400,145000,145100,146300,146000,145200,146700,149500,151300,152600,154200,155700,157000,158000,157900,156300,155500,155600,155000,155100,156800,158900,161800,166400,171300,175500,179100,180100,178700,178900,182700,186900,188900,190800,193700,196600,198700,200700,203700,207500,212300,216100,217200,221100,229400,236700,239800,243100,247700,252800,255300,258600,266900,278700,291400,298500,302200,306700,314000,320800,327300,334600,346600,362500,378200,390600,397800,402700,407400,411400,414200,417300,421300,427200,435700,443100,446400,446800,447400,450100,454100,457700,460300,462800,465800,467900,468300,468200,466100,462100,457600,453500,449600,445000,437300,426300,415500,405400,392800,380700,370600,361300,352800,340000,323100,309500,298700,287800,277700,266700,254500,245700,239000,232400,227100,225800,226000,225700,225000,223700,220900,218800,218400,213900,207000,202800,200600,198100,197600,197200,197000,198400,199100,197700,197500,199000,201700,203500,203600,203600,204000,204900,207500,209800,211000,212600,212900,211700,211800,215300,220400,225900,232200,237900,240600,242300,245700,250000,255100,261400,267000,271400,275000,276000,275400,276200,280500,289200,298400,307200,315900,322600,327400,330700,332200
"South End","Tacoma","WA","Seattle","Pierce",106500,106800,106900,107000,107300,108100,109400,110800,111600,112000,112700,113800,115300,116800,118100,119200,119900,119900,120200,121100,122200,123300,124400,124700,124500,124600,124600,125500,128000,130700,132300,133200,133800,135000,136200,137200,138200,139200,139800,139800,140400,142000,144000,144800,145100,145800,147600,149900,151700,153500,155100,156400,157200,156900,155400,154900,155700,156200,155900,155100,154500,154500,155400,156400,157900,159600,160900,161500,162700,164200,164800,163900,162800,162300,162700,163000,163100,163400,164200,164900,165600,166800,168200,169400,170100,170100,170000,170200,170200,170000,170400,172000,173900,174600,174600,176200,179200,181900,184300,187200,189900,191500,193900,197600,201300,204700,208500,212600,217500,221900,224900,226500,227700,230300,234400,237000,238300,240500,244300,247800,249600,250900,253200,256800,260100,262200,263900,266000,267800,268000,267800,268400,269600,270400,271100,271300,270900,269700,267500,264900,262000,259700,257100,254100,251200,250700,249900,247700,245600,244100,241300,238200,235300,232800,230100,227100,224300,222400,220500,219000,219000,219200,217800,215200,213500,212400,211400,210000,208800,206900,204800,202400,199600,196900,195700,195200,194800,194600,193800,192400,190800,188200,184800,181500,178800,177400,177500,177200,175700,173600,172800,172700,172600,172000,172900,175000,177600,178100,177500,177700,178900,180100,181700,183500,184500,185100,186300,188500,190700,193100,194500,194600,195800,198800,200000,200600,202000,204600,206700,207300,207200,207900,209700,211900
