"RegionName","City","State","Metro","CountyName","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Power Ranch","Gilbert","AZ","Phoenix","Maricopa",36.9792,41.5789,47.4576,52.2727,56.3536,52.973,55.615,54.3011,48.4375,38.3085,29.902,25,23.9766,19.2893,17.2973,13.198,18.7879,20.5128,21.1921,24.1379,22.4638,16.6667,15.2542,14.1593,15.9091,18.9189,20.6897,20,24.5455,29.0598,32.9897,36.9565,43.75,35.7143,33.9806,27,32.9268,25,24.0385,38.8889,42.9907,47.5,51.2195,48.2456,45.1613,51.938,55.0725,26.7606,44.0252,47.3684,55.9701,60.1626,56.9106,54.717,50.9259
"Canton","Baltimore","MD","Baltimore","Baltimore City",38.9241,40.9677,42.6791,47.205,47.6744,49.3976,49.3789,42.8571,42.4561,37.0492,33.0357,41.2541,44.0559,45.2962,48.5612,41.0714,47.2441,44.186,43.6,45.4936,44.9541,42.2222,45.4545,42.5837,40.404,45.1087,38.4146,41.3174,43.6364,41.875,38.4106,37.2093,37.0079,29.8701,30.2198,30.6452,38.2022,39.1566,38.5542,36.8664,50.9317,53.4161,49.1329,42.9577,50.7463,38.8158,41.7178,21.5859,42.437,54.4643,58.6667,56.5,57.0707,59.1837,60.1227
"Lakeview","Bakersfield","CA","Bakersfield","Kern",21.4286,22.2222,24,37.037,31.0345,37.037,31.0345,20,14.8148,19.2308,18.9189,19.4444,19.3548,16.129,12.1212,12.5,17.2414,17.1429,24.1379,27.2727,18.1818,20,21.0526,19.0476,14.2857,12.5,14.2857,,15.3846,,,,,,,,53.8462,61.5385,38.4615,46.6667,38.4615,36.3636,,38.4615,38.4615,28.5714,25,,27.2727,23.0769,25,,15.3846,,5.5556
"Highland Square","Akron","OH","Akron","Summit",41.0853,58.7629,56.3107,58.8235,47.2222,50,47.0588,45.5556,43.6782,35.2941,33.6735,33.3333,36.0465,38.6364,29.4118,24.1379,28.7356,28.7356,32.0513,32.4324,30.4348,36,26.7442,35.2941,35.4167,41.573,45.0549,47.0588,45.3488,37.3494,35.8025,36.9863,40,38.3562,36.3636,44.2857,27.8481,38.6364,40.9639,40.2299,38.0952,35.8025,39.1892,39.7059,39.1892,36.3636,38.961,9.7222,24.0964,36.25,43.5294,36.3636,46.0526,53.4247,59.7015
"Sellwood-Moreland","Portland","OR","Portland","Multnomah",35,41.7476,44.7368,45.4545,48.4615,47.1545,44.7368,42.268,31.8182,28.2828,30.7692,33.7079,32.6087,34.4444,44.7917,40.7767,45.3488,44.9438,43.5484,32.2034,30,21.6667,23.9437,29.5082,28.8136,28.3784,37.9747,34.5238,39.4737,33.8028,25.8065,25.4902,33.3333,27.2727,27.2727,31.9444,31.9444,36.6197,35.6164,49.3506,49.2308,43.8356,30.303,22.9167,20.5128,38.8889,35.4167,16.3636,23.1884,22.6667,30.9859,39.726,32.4324,31.5789,30.4348
"Elmhurst","Providence","RI","Providence","Providence",40,44.2623,45.1613,46.7742,51.6129,51.6129,49.1525,39.6552,41.0714,31.1475,28.3582,28.3951,36.2637,37.3737,47.1154,50.5051,56.8182,45.8333,48.3146,48.2759,50,58.209,42.6667,44.2857,39.4366,37.9747,42.1053,50,53.4247,65.2174,54.0984,46.6667,44.6809,29.7297,38.6364,29.6296,34.8485,38.9831,40,32.6923,43.4783,43.4783,36.5385,38.4615,26.6667,33.3333,37.7778,12.766,25,28.125,38.4615,43.3333,38.4615,43.4783,42.5532
"Sheffield Neighbors","Chicago","IL","Chicago","Cook",43.1818,44.4444,45.283,40.7216,45.8824,41.8079,40.3846,34.2657,33.3333,32.8947,30.303,39.881,39.881,40.1198,42.7673,36.9128,43.8849,47.1831,36.7647,29.1045,29.5775,32.9193,35.1852,37.2671,36.9128,41.791,41.6667,35.1351,32.6923,43.0233,44,39.6825,31.8182,29.2683,26.7327,24.2718,27.027,28,37.931,36.1446,32.0988,42.3077,48.5294,49.2308,34.7826,28.7671,38.3562,5.4945,17.1429,25.5102,30,41.4894,45.2632,46.0674,42.3913
"Eastmoor","Columbus","OH","Columbus","Franklin",50.6329,51.3158,51.8072,51.1905,40,36.4706,29.4118,31.3953,35.8025,35.9551,36.6667,36.5591,40.2062,41.4414,52.8302,43.5897,44.3478,45.7143,37.7551,31.1111,31.7073,44.8718,41.9753,38.3562,36,42.1053,44.5946,41.7722,33.3333,40.625,30.5556,23.3333,33.9286,41.3793,41.4286,36.2319,30.137,30.8642,35.443,40.7895,30.6667,36.9863,35.443,30.3797,39.726,40.5405,46.3415,14.1176,26.5823,37.037,40.6977,48.6111,44.5946,43.662,44.1176
"Brookville","New York","NY","New York","Queens",23.5294,31.8182,27.0833,27.6596,30.5085,33.8983,34.6939,30.2326,30.7692,23.2558,19.6078,29.5455,29.7872,29.6296,28.2609,26.5306,31.9149,25.5319,21.4286,22.5,34.1463,31.7073,30.2326,17.5,26.3158,18.75,17.3913,12.8205,8.8235,7.6923,12.2449,11.5385,17.7778,21.2766,26.3158,20,10.4167,12.8205,11.1111,12.8205,10.7143,12.9032,18.1818,18.1818,17.3913,9.8039,11.5385,2.5641,11.1111,9.0909,11.7647,13.0435,23.0769,21.0526,16.6667
"Pine Point","Springfield","MA","Springfield","Hampden",47.8261,48.4848,53.2609,51.7241,53.7634,49.505,49.4505,53.6082,48.1481,45.5556,41.573,43.4343,42.2018,42.1569,52.6316,49.4845,50.5376,46.0674,41.573,37.1795,27.7778,39.7727,44.5652,40.2174,40,46.5909,50,52.5641,40.2597,37.6623,33.7349,37.3333,39.3939,34.4828,40,34.7826,37.3333,36.7647,36.9231,46.875,62.069,56.7164,59.6774,51.9231,48.8372,39.5349,44,11.1111,18.0328,27.8689,44.2623,49.2754,48.6842,51.2195,53.75
"North Deering","Portland","ME","Portland","Cumberland",45.8333,51.0638,54.1096,53.1469,53.0769,46.3768,40,41.1215,42.8571,34.9515,27.4194,42.8571,49.1525,52.5424,55.9322,56.6667,55.2632,48.6239,44.1441,41.1111,35.2941,39.2857,30.303,33.9806,41.9355,47.8992,47.8992,51.6667,52.381,50,48.6111,39.2857,35.2941,42.1875,32,30.6818,34.6535,35.6436,42.4242,44.3299,45.8824,42.2222,39.0244,38.75,36.4706,34.7826,46.6667,20.6186,36.6337,38.3178,42.5926,46.0784,50,51.8072,52.6316
"Love Field Area","Dallas","TX","Dallas-Fort Worth","Dallas",27.7778,30,26.087,31.5789,46.6667,53.3333,75,61.5385,50,50,43.75,25,25,,23.0769,7.6923,25,16.6667,21.4286,20,13.3333,25,20,11.7647,21.4286,14.2857,37.5,37.5,46.1538,,,,,,15.3846,18.1818,27.2727,33.3333,,,,,,27.2727,25,27.2727,16.6667,,,,,,,,
"Olde Torrance","Torrance","CA","Los Angeles","Los Angeles",22.0588,22.973,24.0506,25,30.7692,26.3158,24.5902,34.4262,36.3636,33.8028,29.7297,47.0588,36.7347,25.9259,30.3571,27.8689,28.8462,28.2609,26.9231,33.3333,29.6296,33.3333,28,30.4348,30.7692,28.5714,22.449,20.4082,27.5,20,18.1818,21.2121,20.6897,14.7059,19.3548,21.9512,28.2051,35.1351,34.2105,34.8837,27.0833,43.8596,49.1228,44,37.5,27.5862,26.9231,12.5,25,34.7826,37.7358,29.8246,22.9508,30,27.0833
"Potrero Hill","San Francisco","CA","San Francisco","San Francisco",30.7692,31.8841,39.4366,44.0678,37.6812,35.2113,35,23.6364,19.5122,11.9048,6.8182,9.8039,11.7647,11.5385,14.5833,14.8148,34.7826,36,35.1852,33.3333,27.5,28.8462,28,27.2727,10.2564,14.2857,15.625,15.1515,18.4211,16.2791,16.2162,21.0526,29.4118,28.5714,18.75,9.0909,,4.3478,5.8824,17.2414,14.7059,17.5,16,5.8824,8,3.8462,12.9032,,5.8824,3.3333,6.25,4.3478,16.129,25.9259,19.0476
"University Place","Lincoln","NE","Lincoln","Lancaster",60.6061,63.3333,48.1481,54.1667,38.4615,34.375,23.0769,37.037,31.0345,41.6667,36.3636,36.3636,44,44,36.8421,42.3077,57.1429,52,66.6667,53.5714,40.7407,40,40,40,40.625,61.7647,62.5,63.6364,56.25,58.3333,73.3333,59.2593,42.3077,35.7143,39.3939,35.2941,50,37.2881,42.4658,54.2857,61.4035,45.7143,51.9481,46.1538,35.9375,45.1613,40.3509,15.0943,29.1667,30.9091,38.7755,54.3478,64.7059,50,34.8837
"Forestville","Cincinnati","OH","Cincinnati","Hamilton",45.098,47.5728,50.5051,50.5747,36.5385,39.2157,35.1064,33.3333,37.5,29.8851,30.9278,26.2411,36.9369,41.5254,43.75,38.3929,51.5464,40.5941,42.8571,41.3333,44.1558,45.122,39.759,43.1818,40.6593,41.9355,38.4615,44.4444,42.8571,44.3038,32.967,35.8209,30.4348,37.3134,31.7073,29.5455,29.1667,37.5,35.8025,35.443,37.5,43.662,37.5,35.7143,33.3333,34.4262,40,19.3548,25.3333,20.9877,33.3333,39.7436,40.2778,41.5385,28.169
"East Hyde Park","Chicago","IL","Chicago","Cook",40.625,44.7368,39.3443,35.7616,32.716,31.875,22.973,21.831,22.7586,26.6234,27.3885,27.5168,34.2657,29.2517,30,32.6667,35.6061,30.8333,29.5238,29.8969,24.7191,32.6923,33.9286,33.913,35.6522,35.6522,39.6396,47.3118,38.7755,32.3529,28.2609,30.3797,36,31.4815,37.931,36.9231,42.6471,37.1795,31.0811,36.4865,40,42.029,49.1803,37.5,38.1818,25.4237,26.506,12,30.0885,35.1563,46.2687,50.3937,51.1278,43.3824,40
"Mill Creek","Philadelphia","PA","Philadelphia","Philadelphia",28.8136,37.5,40,37.931,26.5306,24,23.2558,23.8095,34.1463,40,29.1667,36.9565,29.3103,25,31.25,23.3333,32.7273,29.6296,22.7273,20,20,21.0526,16.6667,19.4444,25.5814,34.1463,35,37.2093,38.6364,39.1304,42.5,35.1351,36.5854,28.5714,35,27.5,38.8889,29.4118,26.8293,25.5814,34.2105,36.5854,26.6667,30.4348,23.2558,15.9091,24.4898,12.2449,20,24,28.8462,28.5714,32.0755,28.8462,37.2549
"Elmwood","Providence","RI","Providence","Providence",30.7692,35,32.5,30.5556,26.3158,21.875,14.8148,17.3913,15,33.3333,36.3636,34.6154,46.1538,34.2857,42.8571,42.4242,45.4545,47.3684,37.5,48.6486,48.4848,29.2683,30.7692,21.9512,37.1429,40,30,30,36,28.125,25,27.2727,20.8333,16.6667,13.7931,15,16,21.0526,26.3158,45.4545,36.3636,47.0588,45,28,26.087,25,42.1053,11.7647,17.6471,14.2857,21.4286,29.4118,28.5714,53.8462,65
"Brightmoor","Detroit","MI","Detroit","Wayne",23.6842,27.4648,32.2368,32.4503,30.5556,29.4118,29.8611,29.1925,29.4118,25.641,18.4049,18.2857,17.6471,24.3902,23.8938,24.5902,36.3636,29.0323,24.7423,30.2632,32.8358,29.4872,25.641,29.5775,24.6154,23.1884,24.359,25.641,23.4375,29.8507,38.8889,37.7358,38.2979,43.4783,48.0769,39.6552,44.898,40.3226,40,31.746,31.746,36.0656,41.1765,48.2143,42.8571,32.0755,42.5926,10.4167,14.0845,26.9231,19.1781,34.2105,25.5319,20.7547,16
"Old Town","Chicago","IL","Chicago","Cook",41.6107,49.6667,50.8711,46.6667,46.473,44,38.843,36.6197,35.2941,29.5238,27.897,38.9163,44.5055,43.7186,45.9459,41.0811,46.6258,43.4483,35.1724,29.8701,28.7582,34.3195,37.2781,31.9527,32.4022,29.8851,28.75,30.719,38.5827,31.9328,28.866,25.6098,26.0274,17.5824,18.4466,18.8976,27.9412,22.695,23.3083,27.4074,30.7018,37.8378,43.299,37.2093,35.9551,26.8908,25.1701,11.1111,21.8085,35.7513,45.6044,46.4286,39.881,44.2177,41.6667
"Upper Baseline","Little Rock","AR","Little Rock","Pulaski",35.2941,40,38.2353,33.3333,37.037,32.3529,33.3333,35,34.2105,35.7143,30.6122,38.6364,52.5,42.5,19.0476,13.9535,16.6667,20,24.2424,25.9259,26.9231,9.0909,15.3846,17.8571,28.5714,32.4324,36.8421,38.4615,35,37.8378,34.2857,24.1379,27.5862,33.3333,26.6667,29.7297,31.4286,41.6667,34.2857,40,37.5,40,45.8333,42.3077,35.4839,41.9355,35.7143,12,21.4286,25,40,50,31.5789,40.7407,32
"Leimert Park","Los Angeles","CA","Los Angeles","Los Angeles",10.5263,21.6216,22.8571,31.4286,28.9474,21.0526,28.5714,32.6531,32.6531,34.7826,29.8246,41.8182,38.5965,29.5082,39.5349,35.8491,34.5455,23.0769,18.75,29.5455,27.0833,34.8837,36.5854,27.027,21.4286,14.2857,15,13.8889,16.6667,17.5,14.7059,13.7931,10.5263,12,13.7931,6.6667,19.0476,15.7895,5.5556,12.5,16.6667,26.6667,33.3333,29.1667,22.7273,22.2222,17.3913,16,33.3333,20,19.2308,19.0476,24,29.6296,28
"Murray Hill","New York","NY","New York","New York",27.7108,38.0952,31.7881,24.2647,26.9737,25.1656,27.0833,26.0163,25,20.1299,16.3842,24.6479,24.1611,25.5474,25,23.2759,23.6842,23.3333,27.1605,27.7778,28.169,25,29.2308,22.0588,20,21.5909,23.913,25.8824,24.4681,26.0274,20.2703,13.5135,16.6667,15.625,8.3333,14.6341,15.625,14.7541,14.2857,6.383,,4.2553,5.2632,4.4444,8.1967,8.6207,15.894,5.6738,13.6095,17.9487,20.2186,21.164,18.8679,20.4545,17.5781
"Northwest Crossing","San Antonio","TX","San Antonio","Bexar",33.5878,37.1429,42.9577,41.7808,45.4545,44.3548,45.283,52.3364,52.3364,44.0678,39.4737,30.4688,41.4414,44.7619,45.1327,34.7107,42.7184,42.268,33.3333,37.1429,41.3333,29.6296,30.137,32.8767,34.7222,47.9452,48.6111,44.7368,49.2063,48.3871,47.541,37.2549,38.6364,23.913,26.7857,29.0909,36.2069,31.0345,27.2727,42.4242,45.283,52.8302,52,50,47.7273,39.0244,24.5283,10.4167,22,28.8889,50,38.5965,34.9206,45,39.2857
"North East","Hartford","CT","Hartford","Hartford",34.4828,34.4828,34.4828,34.6154,26.9231,31.8182,38.8889,40,35,28.5714,12.5,15.3846,,33.3333,18.1818,37.5,62.5,40,30.4348,20.8333,16.6667,13.7931,20,22.7273,19.0476,42.8571,41.6667,45.4545,38.8889,40,47.619,43.4783,37.5,37.5,54.5455,45.4545,20.8333,19.2308,23.0769,24,25,30.4348,17.3913,28,24,25,31.8182,,4,15.7895,22.7273,25.9259,36.8421,38.0952,33.3333
"Normal Heights","San Diego","CA","San Diego","San Diego",24.7059,28.3951,32.2222,39.2857,39.2857,42.0455,37.8049,37.5,40.7895,37.3494,29.7619,30.6818,38.3562,32.4324,35.8974,37.3134,34.4828,32.0755,26.4151,21.2766,15,2.7027,,6.0606,3.2258,3.7037,12,15.3846,18.1818,19.3548,17.1429,7.3171,21.0526,27.5862,26.6667,27.5,21.4286,27.2727,39.3939,25,27.5862,34.6154,32.1429,29.6296,21.7391,27.2727,36.1111,20.4545,19.2308,23.3333,28.5714,34.8837,45.6522,64.1026,51.5152
"Glendale - Heather Downs","Toledo","OH","Toledo","Lucas",30.1724,31.6239,33.3333,36.8421,34.0206,32.6316,31.5217,37.7358,48.8636,45.122,33.6449,39.2523,46.6667,43.9024,39.6825,33.0645,33.6066,34.5794,35,40.9091,39.7849,35.9223,37.1429,44.5545,41.2281,35,43,46.6019,48.9583,42.3913,31.0345,30.1205,28.9157,32.5,40.7407,37.2093,27.8846,29.1262,32.0388,34,40,11.0759,40.6977,35.5263,51.3514,36.9048,32.0988,14.4578,23.6559,28.7129,39.2523,46.2963,49.505,41.7582,40.2299
"South Collinwood","Cleveland","OH","Cleveland","Cuyahoga",16,27.5362,32.8571,35.2941,30,28.7671,22.7273,20.6349,26.5625,16.6667,16.0714,26,20.8333,24.4898,35.8491,27.5862,32.6531,25,23.5294,23.913,18.6047,25,26.8293,25.8065,24.2424,22.5,19.0476,14.6341,25,21.2121,35.4839,37.1429,31.5789,36.5854,39.4737,34.2857,41.1765,38.4615,40.5405,51.3514,44.7368,35.1351,29.2683,36.6667,37.5,32,30.7692,4,3.8462,16,14.2857,28,37.037,36.3636,36.3636
"Crestview","Los Angeles","CA","Los Angeles","Los Angeles",42.3077,34.6154,37.037,37.037,48.2759,48.3871,46.6667,41.3793,30.4348,28,37.5,24,36,36,37.5,19.3548,23.0769,34.7826,36,34.7826,35,42.8571,40,45.4545,33.3333,33.3333,25.8065,41.3793,37.5,30,30,40.9091,41.1765,13.3333,11.7647,13.3333,46.1538,26.3158,10.5263,27.2727,33.3333,29.6296,30,31.25,30,42.8571,50,22.7273,28,25,25,40,40,41.6667,44
"Franklin Park","Detroit","MI","Detroit","Wayne",16.0714,19.802,19.6429,23.3333,19.2661,21.978,21.2766,24.2991,30.9735,31.5315,31.25,31.746,35.7143,31.4286,22.9358,21.3592,27.957,32.3529,32,33.6538,38.7755,39.1304,27.0588,24.4444,26.2136,27.8846,25,26.3158,19.7802,20.9877,26.9231,28,22.0779,19.7368,20.3125,18.9655,31.6667,43.6364,33.871,39.1304,32.4324,36.6197,30.7692,32.9114,35.1351,37.8378,29.1667,4.8387,8.2192,21.6667,18.75,15.0943,17.5439,26.6667,25.4902
"West 7th","Saint Paul","MN","Minneapolis-St Paul","Ramsey",44.0367,58,59.1398,50,49.4845,51.1364,53.4884,50.6173,56.4706,56.1798,48.5149,47.5248,50.5155,53.1915,60,54.9451,47.8261,47.0588,41.3043,38.0952,32.3944,36.8421,34.9398,40.2439,39.5062,52.3256,48.1481,44.4444,39.1304,37.3494,51.0638,47.7273,34.2105,28.5714,37.5,33.3333,31.8182,44.7368,43.5897,28,39.6226,41.3793,43.1034,44.898,35.7143,31.8182,28.5714,19.6429,27.1186,38.0952,35.5932,43.3962,51.7857,53.4483,45.098
"Forest Hills","Cleveland","OH","Cleveland","Cuyahoga",13.0435,24.0741,27.451,28,37.5,39.4737,29.2683,36.5854,30,14.2857,12.5,17.6471,26.4706,29.4118,22.5806,13.8889,9.6774,17.2414,20,26.6667,25.8065,30.4348,26.9231,25.9259,31.25,45.7143,31.25,33.3333,36.8421,16.2162,17.9487,25.7143,25,24.2424,38.2353,34.4828,56,51.7241,44.4444,30.4348,21.7391,20,4.3478,21.0526,25,27.7778,27.2727,,5.5556,5.2632,20,25,61.5385,52.9412,36.8421
"Kashmere Gardens","Houston","TX","Houston","Harris",31.5789,39.0244,36.3636,26.4706,27.5862,22.5806,33.3333,32.4324,32.4324,34.2857,28.2051,41.0256,42.8571,26.4706,16.129,13.3333,4.7619,4.3478,12.2807,13.3333,14.2857,46.2963,40.3509,38.2979,35.8491,11.9048,17.7778,20.4545,21.9512,19.5122,28,26.9231,28,22.2222,24,20.8333,23.8095,50,25,17.6471,11.7647,6.6667,18.75,22.2222,28.5714,25,30,5,22.2222,18.1818,24,31.8182,33.3333,24,10.7143
"La Sierra Acres","Riverside","CA","Riverside","Riverside",29.1667,30.6122,22.6415,34.5455,30.7692,40.3846,32,39.3443,43.8596,39.6552,42.623,28.5714,18.9655,21.5385,22.3684,15.8537,21.9178,30.5085,27.8689,22.4138,17.3077,11.8644,19.4444,21.2121,10.8108,17.5,35,36,26.9231,26.087,12.5,11.1111,6.25,15.7895,35.7143,5.8824,5,4.3478,13.0435,28.5714,21.4286,27.7778,26.087,19.0476,23.8095,27.2727,37.931,17.2414,22.2222,23.0769,24.2424,19.3548,22.2222,30.303,22.5
"North Side","Fort Worth","TX","Dallas-Fort Worth","Tarrant",,,,,,,,,,,,,,,,,41.6667,20,6.25,12.5,35.2941,36.8421,50,56.25,42.8571,46.6667,33.3333,36.3636,,35.7143,28.5714,33.3333,,,,,,,,,,,,,,,,,,,,,,,
"Highland Park","San Antonio","TX","San Antonio","Bexar",32.9114,35.6164,44.4444,40,38.5965,40.3846,40,32.6087,35.4167,30.4348,35.5556,26.9231,34.8837,40.4255,38.4615,34.375,40.3226,42.8571,32.6087,28,33.3333,30.9091,35.7143,35.2941,37.2881,46.4286,48.2143,42.3077,50.9804,53.0612,41.3043,29.1667,27.5,35.8974,38.4615,37.8378,32.5,32.4324,37.5,27.907,42.8571,36.5854,36.6667,35.7143,35.4839,30,35.7143,18.75,34.7826,36.3636,42.1053,40.5405,32.3529,35.1351,26.4706
"Rosemont","Fort Worth","TX","Dallas-Fort Worth","Tarrant",,,,,,,,,,,,,,,,,41.6667,13.3333,,,30.7692,38.8889,41.1765,26.6667,40,27.2727,27.7778,3.5088,7.3529,10.4839,17.0213,20.5607,19.3182,19.403,15.5556,16.6667,26.087,33.3333,26.087,22.2222,12.5,26.6667,23.0769,15.3846,27.2727,33.3333,,27.2727,27.2727,,25,,,,
"Brighton","Syracuse","NY","Syracuse","Onondaga",30,28.8889,32.6087,35.5556,25.4902,26.4151,20.6897,20.7547,18.1818,22.0339,19.2308,27.2727,25,36.1111,33.3333,26.6667,36.5854,37.5,37.1429,24.1379,14.8148,14.2857,14.2857,8,10.7143,23.3333,24.1379,24,31.5789,26.087,20,11.7647,17.3913,38.8889,50,61.9048,47.0588,50,23.5294,27.7778,23.5294,17.3913,6.25,20,15.3846,28.5714,35.7143,,18.1818,27.2727,,9.0909,8.3333,13.3333,11.7647
"Garrison Park","Austin","TX","Austin","Travis",26.9231,31.1258,34.2857,34.7826,25.641,33.3333,37.1429,35.2273,34.375,29.1667,28.4211,40.2597,42.2535,34.6667,36.1111,32.8571,32.8125,28.125,18.8235,20.2899,26.3158,29.6875,27.8689,31.1475,27.5862,37.2881,40.5797,46.0317,45.098,37.5,41.1765,40,21.7391,27.2727,18.75,13.3333,15.3846,13.1579,25.5319,33.9623,29.4118,30.2326,29.7297,19.3548,21.4286,13.6364,25,3.8462,24,20.8333,36.6667,33.3333,29.4118,32.3529,23.3333
"North Oakland","Pittsburgh","PA","Pittsburgh","Allegheny",46.1538,48,52,46.1538,43.1373,49.1803,54.0984,44.2623,40.3509,28.125,22.6667,40.2985,40.3226,35.5932,39.5833,39.1304,46.1538,45.1613,48.2759,40.7407,27.5862,28.5714,37.037,40,38.7097,38.7097,39.3939,34.375,40.625,29.4118,30.7692,29.2683,36.8421,43.5897,33.3333,36.1702,32,44,46.6667,55.2632,36.8421,30.7692,40,32.1429,24,16.6667,18.5185,2.7778,11.1111,13.8889,14.2857,17.8571,26.9231,31.8182,33.3333
"Pico-Lowell","Santa Ana","CA","Los Angeles","Orange",29.6296,26.6667,27.7778,44.7368,44.1176,40,45.8333,30.7692,24,9.6774,12.1212,30,32.2581,34.2857,29.0323,18.1818,21.7391,19.0476,22.7273,22.7273,39.1304,33.3333,38.0952,40,18.1818,35.7143,33.3333,28.5714,31.25,25,30.7692,20,8.3333,5,,25,33.3333,41.6667,,,25,38.4615,36.3636,,16.6667,,,,,,,,,,
"Outer Mission","San Francisco","CA","San Francisco","San Francisco",14.8148,26.087,36.3636,36.3636,40,25.9259,20,17.8571,20.8333,24,31.0345,40.7407,44.4444,34.6154,40.9091,22.2222,26.3158,31.25,22.2222,25,13.3333,6.25,7.1429,,6.6667,8.3333,7.6923,16.6667,17.6471,12.5,,,,,,,,,,18.1818,,,,,,,,,,,6.25,7.6923,7.1429,12.5,16.6667
"Heron Walk","Nashville","TN","Nashville","Davidson",24.0506,25.9494,30.6122,33.8129,35.9712,34.5865,29.5652,37.7358,20.6349,25,25.4902,27.7419,31.3333,34.5029,39.1566,34,30.9524,32.1429,23.3083,26.3566,22.4,31.3131,35.7895,40.8163,36.6337,40.1961,39.1304,32.5301,30.5556,24.6377,32.6531,29.7872,38.5714,31.8681,33,29.8969,32.2917,31.0345,30.7692,29.7872,25.2747,19.5876,16.129,19.2308,25,24.359,24.5902,6.9444,15.2778,19.4444,23.4375,27.3973,25.7143,33.8235,28.3582
"Pittman","Henderson","NV","Las Vegas","Clark",16.129,16.5517,22.8188,21.8935,24.0223,37.2222,32.8502,32.8704,33.3333,25.3521,23.0415,29.1866,27.3585,22.6054,27.6596,25.5319,32.6633,35.8586,31.1927,32.6829,31.2821,25.7282,19.797,19.2053,12.3377,9.7902,11.0294,10.1563,12.7119,10.1852,13.2075,9.434,10.7843,12.0879,10.7143,10.2564,5.1948,9.6774,12.5,17,20,19.3548,21.0526,20.8333,25,22.0183,22.9358,9.434,20.4301,22.3301,23.1405,26.2712,32.7434,40,37
"Ocean Crest","San Diego","CA","San Diego","San Diego",14.4068,24.5098,29.1262,22.6415,25.9615,26.8908,24.7525,32.9897,36.7925,37.5,25.8333,22.5806,19.3548,12.766,15.0943,17.2932,20.4545,28.6957,27.4336,22.6415,15.3846,16.1616,17,18.6813,15,13.7255,12,9.0909,9.7826,10.2273,16.0494,19.7368,15.493,14.5161,6.4516,1.6949,3.5088,,3.6364,5.8824,14.2857,20.339,15.873,22,20,16,15.7895,7.2727,7.4074,14.5455,17.2414,29.0909,25,35.4167,34.2857
"Rossville","New York","NY","New York","Richmond",44.7917,48.9796,39.2157,43.6893,37.6344,43.75,42.3913,33.3333,36.7089,36.9565,28.4314,34.7458,48.3051,46.8531,44.7368,36.2963,35.2518,34.0741,37.4046,30.8943,30.3922,36.7347,28.4314,38.7755,46.8085,52.2727,51.7647,47.1264,50,56.9444,46.4789,49.1525,40.3509,28.3333,29.4118,22.5806,25,38.4615,40.3509,40.3509,45.614,29.3333,37.7049,37.2549,37.2549,40,29.0323,13.6364,29.2308,35.0877,41.6667,50.9804,52.2727,47.619,37.8378
"North Panhandle","San Francisco","CA","San Francisco","San Francisco",21.4286,19.0476,20.4545,25,21.4286,25,21.9512,29.0323,31.0345,25,24.2424,33.3333,46.1538,52,36.8421,27.7778,33.3333,19.2308,30,30,27.2727,17.3913,19.0476,18.75,7.6923,5.5556,10,10.5263,9.0909,12.5,14.2857,,,7.6923,5.5556,10,5.5556,,17.6471,31.8182,14.7059,14.8148,22.7273,35.7143,20,,,,,,4.7619,6.25,7.1429,6.6667,
"Haight-Ashbury","San Francisco","CA","San Francisco","San Francisco",25,31.25,32.4324,26.4706,33.3333,34.8837,37.7778,38.0952,31.5789,22.2222,21.875,40.9091,43.4783,45.8333,36.3636,30.4348,33.3333,35,29.4118,14.2857,18.75,11.1111,6.6667,13.3333,16,9.5238,6.6667,7.6923,6.25,20,28.5714,21.4286,,5.8824,5.5556,4.7619,10.5263,6.6667,,26.6667,,23.0769,,,,,6.25,,,6.25,8.3333,,6.6667,9.0909,
"Cypress Park","Los Angeles","CA","Los Angeles","Los Angeles",18.75,19.5652,29.7872,26.5306,28.5714,31.3725,33.3333,34.0909,35,26.1905,15.5556,30.2326,23.8095,28.5714,34.0909,32.7273,45.2381,39.2857,37.2881,43.3962,35.4167,42.5,30,29.4118,15.6863,18.1818,22.2222,20,40,15.3846,28.5714,28.5714,42.8571,35.7143,,,,,,30.7692,36.3636,,,,,,,,,,30.7692,33.3333,25,50,35
"Six Forks","Raleigh","NC","Raleigh","Wake",50.365,52.9412,51.145,60.1695,56.9231,50.7042,49.6183,44.7154,43.2203,38.5827,33.5664,42.446,42.3358,43.5484,45,35.3383,41.3223,37.6923,35.6589,36.4407,35.2,36.5854,33.8462,42.029,43.8849,53.3981,48.9362,48.8095,45.8333,52.8571,46.875,38,32.2034,26.6667,30,29.4118,37.5,36.5854,38.5542,32.6087,32.5581,36.3636,34.4444,37.8378,39.4737,38.2022,36.2637,12.3596,30.6122,40.1869,41.2844,42.1569,42.5743,44.2308,40.3846
