"RegionName","City","State","Metro","CountyName","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"East Raleigh","Raleigh","NC","Raleigh","Wake",52.0548,55.2239,45.9459,38.3562,39.726,42.8571,37.6812,40.9836,35.4839,28.5714,28.9855,48.6111,44.7368,50.6849,48.7179,45.4545,42.6829,41.3333,39.4737,39.1892,28.5714,42.8571,46.9697,47.3684,44.0678,40.3509,35.8491,40.7407,43.1373,46.6667,31.1111,34.0426,37.1429,30.2326,28.5714,37.5,40.3846,35.8491,24.5614,33.3333,39.1304,35.7143,28.5714,24.3902,25.641,27.7778,43.9024,24.3902,22,29.7872,28.9474,31.25,31.25,40.3846,35.2941
"Aurora Highlands","Aurora","CO","Denver","Arapahoe",36.7442,42.5532,50,52.2727,59.7122,60.4651,56.25,41.1348,45.8904,44.186,37.2263,35.9375,29.2453,30.0971,31.3725,23.5294,30.5556,34.3284,37.5,30.6452,23.3333,23.9437,27.4194,22.5806,13.8889,19.7183,20.5882,23.5294,24.6154,26.9841,26.4151,37.5,24.4444,21.2766,22.2222,25.4545,22.6415,33.3333,29.0323,35.3846,34.9206,26.8657,24.5902,31.9149,34.0909,23.0769,13.8889,2.439,8.1633,17.0213,17.2414,23.8095,12.3077,10.1695,14.7541
"Eureka Valley - Dolores Heights - Castro","San Francisco","CA","San Francisco","San Francisco",21.1009,23,26.8041,36.2637,29.3478,28.2609,26.506,27.7778,23.2877,22.9508,19.403,21.0526,15.3846,22.2222,23.2558,22.2222,23.2558,16.6667,14.2857,5.4054,,6.4516,20,31.0345,30.303,27.7778,19.2308,4,6.25,8.8235,7.6923,10.5263,26.6667,22.7273,17.8571,14.8148,15.3846,10.8108,3.4483,4.1667,,3.0303,3.2258,5.2632,16.6667,5,8,4.3478,13.0435,10.7143,8.6957,15,12.5,18.75,15.3846
"Aurora Highlands","Arlington","VA","Washington","Arlington",32.2581,43.75,48.5714,48.1481,36.6667,18.1818,27.2727,22.2222,23.5294,16,20.6897,20,31.0345,50,40.7407,37.037,34.6154,29.6296,20,18.75,17.6471,31.25,32,26.9231,40.7407,42.8571,33.3333,27.7778,20,30.7692,35.7143,,,,23.5294,23.5294,31.5789,36.8421,31.25,50,20,17.6471,23.0769,27.2727,,18.1818,14.2857,7.6923,15.3846,23.5294,29.4118,20,12.5,15.7895,26.6667
"Graniteville","New York","NY","New York","Richmond",31.068,37.1134,35.0515,36.7925,30.8333,32.4786,20.7207,24.5763,21.2963,20.354,20.7692,23.1293,30.8943,32.3077,38.5246,33.6364,32.5397,29.6875,26.1905,25.1969,26.0504,37.963,43.299,51.6854,48.9362,44.9438,42.6829,38.961,43.2432,40,38.0282,38.806,25.3731,13.8462,18.4615,13.8889,16.2162,22.973,27.7778,25.3968,33.9623,33.3333,26.9841,26.3158,22.4138,26.2295,21.5385,6.4516,17.9104,26.087,29.4118,28.5714,29.2308,36.9231,33.3333
"Rosebank","New York","NY","New York","Richmond",45.8647,47.5177,43.4211,43.2432,38.6667,40,36.9565,35.7664,30.8271,29.9213,28.0576,30.7692,34.0278,35,32.2785,31.3869,35.2941,34.8148,32.3077,35.0877,30.6931,38,34.9057,36.4583,34.7826,41.3043,40.4255,43.6782,38.2716,26.25,26.087,21.3333,27.9412,29.2308,28.7879,33.8983,33.9623,46.1538,35.5932,30.9091,37.2549,35,41.1765,30.4348,26.9231,26.6667,23.5294,7.5758,20.2703,23.2877,30.5556,34.9206,35.6164,41.6667,35.8209
"North Hyde Park","Tampa","FL","Tampa","Hillsborough",33.6449,36.7893,42.0339,45.3571,41.9118,43.2432,40.081,34.6774,38.2353,33.9844,31.1111,31.2195,27.3256,29.3333,29.8611,17.4497,24.4755,24.031,25.4386,21.9298,19.8198,21.875,23.2558,21.978,25,30.7692,34.9398,31.3953,31.8681,34.4444,29.1139,30.7692,37.037,34.6154,31.25,25.641,26.0274,28.5714,38.0952,38.0952,42.5,40.6977,30.6818,29.3333,25,28.75,38.5714,20.5882,24.1379,21.374,33.6634,40.404,38.0435,48.3516,36.8421
"Drake","Des Moines","IA","Des Moines","Polk",39.4737,45.5882,50.7463,40.5797,39.4366,36.1111,34.1772,27.7108,33.7209,36,37.6623,39.759,47.5,44.0476,51.25,47.4359,51.2821,50.7042,51.3514,35.5263,36.4865,43.8356,40.5797,39.7436,39.1892,46.4286,48.7805,53.5714,47.0588,46.5909,41.7722,36.7647,42.2535,34.2857,36.6667,29.8507,32.8358,41.0959,41.6667,48.4848,50,47.6923,54.386,47.2727,43.6364,36.3636,35.1852,14.5161,33.871,50,59.7015,54.5455,58.6207,48.2759,54.1667
"Admiral","Seattle","WA","Seattle","King",44.7368,47.4359,50.6024,48.4472,42.6036,47.0588,35.5072,40.2878,47.0588,48.3871,39.7163,41.6,36.9748,34.4,40.9091,35.5705,45.8015,45.7364,42.1488,43.1579,53.9474,52.5,38.2022,36.7816,38.4615,44.1176,42.4242,29.8969,33,35.4167,37.1795,25.3731,19.6429,27.2727,27.5862,22.0588,26.1538,23.6842,25.641,35.8025,38.1579,38.75,24,30.9091,40.8163,29.8507,27.5,16.129,20.9091,23.7624,20.6186,30.6667,37.1795,42.6829,34.2857
"Carmel Mountain","San Diego","CA","San Diego","San Diego",30.5556,38.6667,54.1667,51.8072,46.1538,44.8718,46.1538,40.678,40.9836,30.5556,28.0488,32.3944,36.6667,34.375,32.3529,36.25,37.7778,38.7097,44.7368,50,32.8571,27.5862,16.3636,24.3902,22.2222,20,16.9811,16,11.3636,15.7895,18.9189,10.7143,7.1429,12.5,17.8571,13.7931,14.7059,18.75,31.4815,30.6122,35.5556,44.4444,40.3846,40,54.5455,36.8421,18.75,27.7778,25,34.8837,33.3333,36,46.9388,55.814,58.6207
"Jamestown","Augusta","GA","Augusta","Richmond",27.5,30.3797,28.7425,26.8293,27.3333,31.2925,38.5135,41.4286,40.8163,30.9677,24.6835,29.2035,33.0189,27.5229,35.5769,30.4,37.5,39.2157,23.7288,28.972,32.3232,33.3333,43.0108,44.9438,41.8605,26.8293,30.2326,33.7209,30.9524,31.3253,27.1605,20.5128,30.3797,33.7349,32.1429,27.7108,28.3951,27.8481,23.5294,24.6914,27.7108,26.9663,30.3371,26.3736,31.3253,30.7692,33.3333,14.1026,16.092,17.3077,12.963,21.1111,28.3784,25.3012,31.25
"River Mountain","Henderson","NV","Las Vegas","Clark",22.1622,22.4138,34.6591,38.172,39.4904,37.9121,37.931,27.5862,36.6864,31.1765,32.9787,34.6369,36.0465,37.4332,40.5263,33.8164,38.8571,35.5422,34.9693,35.9756,30.2326,25.7895,20,20.7447,17.9104,16.7539,15.2439,13.1429,14.2857,11.6129,14.7887,10.2362,18.6441,12.037,13.7255,16.1616,11.1111,9.901,10.8108,14.5455,15.3153,19.6581,23.2143,24.5455,24.5098,23.1579,24.5283,2.9412,14,18.3486,26.6055,25.9615,24.0385,28.0374,24.0741
"Battery Park","New York","NY","New York","New York",15.4839,14.966,16,11.5942,13.8655,11.8182,10.0962,9.6939,10.2439,9.633,7.0988,10.5634,13.8996,12.9555,12.3288,14.9171,18.1818,17.5,20.5128,22.2973,20,20.625,20.9877,21.7647,20.2186,17.4863,18.3333,17.6471,20,19.1358,13.7681,11.2782,12.1212,15.7025,13.5714,14.1791,12.1739,12.8205,9.0226,8.1081,9.1667,10,13.3333,13.5135,9.2437,9.4017,10.5691,9.5238,13.8889,17.1053,22.1477,25.5814,24.7934,22.5806,19.5313
"Grandmont-Rosedale","Detroit","MI","Detroit","Wayne",29.1262,26.4957,30.4,30.8943,27.4336,23.7624,25.7426,27.3504,26.6667,25.7426,17.5439,16.2963,25,24.4444,36.0465,34.0206,35.1648,27.1739,27.907,32.9897,26.4151,27.7778,27,21.5686,29.5455,25.8065,24,27.8351,33.3333,29.1667,19.5402,22.3684,23.0769,24.3902,22.5,26.9231,30.6667,31.5068,21.9512,35.1648,33.3333,28.5714,21.25,27.0588,25.6098,25,19.6721,10.2941,18.5714,21.0526,31.25,33.3333,40.8451,40,26.9231
"Waialae-Kahala","Honolulu","HI","Honolulu","Honolulu",30.303,38.7931,34.6154,38.5321,30.7087,32.1101,31.6832,22.2222,16.9811,16.5217,12.4324,18.4211,24.1667,30.7018,26.2295,25.7813,32.4786,31.3043,28.4483,37.3832,37.8641,38.4615,39.2523,32.0388,30.5263,27.2727,22.549,21.2389,17.757,15.625,16.3265,17.9775,19.7368,12.3711,20.2532,19.2771,17.9487,12.1212,17.1429,23.1884,28.5714,31.746,27.4194,29.5082,21.7949,22.5352,20.5882,7.5,20,25.9259,31.25,28.5714,24.6753,31.4286,23.8806
"Midway District","San Diego","CA","San Diego","San Diego",24.3243,26.3158,27.7778,33.3333,48.4848,44.4444,47.0588,45.4545,37.8378,36.8421,29.4118,34.6154,40.5405,44.4444,50,51.1628,50,52.9412,46.875,35.2941,27.2727,32.2581,26.087,28.5714,35.7143,28.5714,36.3636,27.2727,29.1667,26.3158,13.6364,12.5,18.75,14.2857,15.7895,21.4286,25,21.4286,,23.0769,17.6471,16.6667,,,26.6667,38.8889,26.6667,29.4118,35.4839,25,26.9231,24,33.3333,40,34.7826
"Portland","Louisville","KY","Louisville/Jefferson County","Jefferson",39.4366,45.7627,47.3684,45,33.871,30.3571,34.7826,33.3333,31.6667,31.0345,29.6875,29.8246,25,28.0702,35.4167,31.3725,29.1667,22.2222,14.2857,27.2727,30.7692,23.913,16.6667,21.3115,30.4348,47.8873,44.7761,44.4444,38.8889,26.3158,28.5714,24,41.3043,29.1667,36,37.7778,39.5349,37.2093,23.8095,33.3333,31.25,39.2857,42.8571,25,27.2727,33.3333,40.9091,8,7.1429,9.375,17.9487,32.4324,51.4286,41.9355,55.5556
"Colina del Sol","San Diego","CA","San Diego","San Diego",27.6596,32,30,19.1489,30.2326,33.3333,34.4828,20.6897,25,18.5185,15.1515,33.3333,34.6154,40.7407,38.7097,45.1613,36.5854,30,37.1429,38.4615,32.4324,34.2105,36.3636,39.3939,25.9259,5,17.3913,26.087,24,24,18.5185,16.6667,11.7647,4,12,23.8095,25,12.5,6.6667,16.6667,16.6667,18.1818,9.0909,18.1818,7.1429,20,26.6667,8.6957,18.9189,22.2222,21.7391,23.8095,18.1818,38.8889,33.3333
"Villages of Woodland Springs","Fort Worth","TX","Dallas-Fort Worth","Tarrant",,,,,,,,,,,,,,,,,30.0546,43.1953,40,39.4286,38.1503,30.6818,34.3915,44.382,38.4211,41.3613,37.037,37.037,40.3846,40.7895,41.4815,35.3383,34.0909,33.5821,25.1852,17.7778,16.8919,21.5909,31.25,30,36.5079,35.5372,27.2727,26.5306,22.6415,10.2564,13.6752,11.9718,23.5714,23.3129,38.125,41.5094,42.0382,29.3233,31.9672
"Peabody","Cambridge","MA","Boston","Middlesex",42.6471,38.0282,40.3226,39.2857,49.2754,48.6486,43.9394,50,41.6667,35.0877,32.8571,38.0435,39.7849,36.8421,37.6812,35.4839,46.4286,47.1698,45,43.4783,,19.0476,8.6957,19.5652,20,19.1489,21.4286,11.7647,8.3333,18.75,37.5,43.3333,40,43.75,20.5128,15.9091,14.0351,18.4211,15,25,20,23.5294,27.7778,41.6667,,,,6.4516,13.0435,18.3673,23.8095,22.2222,46.4286,35.7143,40
"Clark Fulton","Cleveland","OH","Cleveland","Cuyahoga",24,32.5581,34,25.4545,29.7872,29.2683,20.9302,16.6667,16.6667,19.5122,12.766,20.8333,23.2558,24.4898,44.898,32.7586,44,34.6939,34.0909,17.5,27.5,26.8293,31.7073,38.4615,31.7073,42.1053,32.5,53.125,34.2857,40.5405,45.7143,37.1429,40.625,40.625,20.9302,21.0526,20.9302,25,26.4151,36.3636,37.037,35.2941,38.2979,52.6316,48.8372,34.2857,16.6667,10.2564,20.5882,21.6216,12.5,21.6216,34.2857,25.641,31.4286
"Chinatown","New York","NY","New York","New York",,,,,,,,,,18.75,5,,,,,,13.3333,15.3846,27.2727,,,,,,,,,,,,,,,18.1818,21.4286,15.3846,16.6667,,,,,,,,,7.1429,,,,,,,,,25
"Edison Park","Chicago","IL","Chicago","Cook",33.0508,42.4242,44.8819,44.9612,40.4762,40.9836,40,42.1053,43.5644,39.4231,32.3077,38.8889,42.6573,39.0411,44.9612,42.5197,42.623,45.2174,37.931,44.2105,41.573,41.9048,40,32.2034,39.5349,39.8551,39.5349,39.3162,39.3443,35.5769,34.0206,30.6818,29.4118,26.1538,23.1884,22.8916,29.2929,32.9897,32.2581,31.25,35.7143,35.6164,38.7097,30,22.7273,18,15.5172,18.4211,21.4286,19.5876,38.7097,43.0233,47.3118,40.3846,43.1579
"Near East","Dallas","TX","Dallas-Fort Worth","Dallas",35.3846,33.7838,30,26.4151,28,25,28.8462,22.6415,21.2766,20.6897,19.3548,18.9655,14.0351,15.6863,11.3208,14.5833,12.2449,18,15.5556,18.1818,5.2632,21.0526,21.7391,20,19.0476,23.5294,20,16,18.1818,20,26.3158,18.1818,5.2632,11.1111,21.0526,12.5,37.5,36,39.1304,34.7826,23.0769,22.5806,29.0323,25,23.3333,18.5185,22.2222,9.6774,13.7931,20.5882,13.8889,15.5556,16.6667,24,20
"St. George","New York","NY","New York","Richmond",40,43.4783,48.6111,50,39.1892,37.8378,32.3529,27.7778,16.1765,31.5068,31.0345,38.8235,42.3077,33.7349,33.3333,30.303,33.8462,31.1111,33.3333,23.0769,20,31.0345,18.4211,18.75,35.7143,35,33.3333,40.7407,19.4444,20,24.1379,17.2414,14.8148,8.6957,12,9.5238,11.1111,11.7647,11.7647,15.3846,20,18.75,21.4286,25,16.6667,12.5,6.6667,2.3256,5.7692,6.9767,8.5106,10.8696,17.0732,18.1818,8.6957
"Wicker Park","Chicago","IL","Chicago","Cook",42.3077,47.7157,56.383,51.8519,55.3846,54.0541,52.2293,49.0196,40.2778,40.3846,30.7263,34.0909,41.2903,48.125,46.4789,39.375,42.446,44.6154,45.0382,42.8571,36.3636,38.0531,35.5372,39.823,30.8943,35.8491,31.25,28.5714,28.8889,30.6818,25.3333,23.5294,18.1818,14.4578,19.5122,13.6842,17.4757,15.7407,16.2393,24.5283,30.3922,28.5714,25.3012,24,32.2034,31.1475,26.8657,11.3402,25.7426,31.7308,32.5203,43.2692,42.3077,50,43.4343
"Sunset Arcre, Garden Valley, Morningside","Shreveport","LA","Shreveport","Caddo",25.9259,29.6296,25.8621,22.0339,31.1111,26.6667,27.5,22,19.6429,22.2222,18.3333,18.6047,17.5,33.3333,42.5,41.6667,47.0588,33.3333,22.9167,35.7143,30.2326,33.3333,23.0769,20.6897,28.5714,25,21.6216,20.6897,22.7273,18.1818,22.7273,17.6471,26.6667,35.2941,33.3333,14.2857,23.0769,46.6667,27.7778,28.5714,50,63.6364,33.3333,20,33.3333,33.3333,30,14.2857,29.7297,27.5,35.5556,52.381,40.4762,30.5556,18.4211
"Scott Park","Toledo","OH","Toledo","Lucas",22.6415,27.2727,28.2609,25.4902,22.7273,21.9512,33.3333,27.7778,25,18.1818,18.1818,30,34.375,33.9623,32.0755,35.2941,38,36.5385,32.6531,29.1667,36.8421,31.1111,31.7073,41.9355,27.027,40,43.5897,38.8889,34.2857,31.4286,17.8571,18.5185,35.4839,34.375,36.1111,35.4839,36.1111,30.303,32.2581,29.0323,35.2941,14.7826,38.4615,48.6486,47.5,26.087,21.9512,4.5455,14.2857,19.5652,23.0769,18.8679,22.2222,23.913,22
"Radnor-Ft Myer Heights","Arlington","VA","Washington","Arlington",37.4101,40.7692,42.3358,38.5321,40.1709,37.8641,34.375,31.6832,33.3333,29.8077,25.2252,29.7619,28.0899,36.7816,26.506,26.3889,28.7671,24.3243,22.3881,32.7869,24.2424,24.2424,22.3529,24.359,18.8235,27.381,23.4375,26.7857,25.8621,21.2766,24.4444,21.6216,18.4211,15.9091,22.2222,16.129,16.1765,21.1268,28.169,27.5362,40,40.9836,33.9286,22,36,22.6415,29.5455,10.0917,25.2174,37.8378,45.3608,46.5116,50,47,47.619
"Whitney Ranch","Henderson","NV","Las Vegas","Clark",20.4545,26.7442,29.8701,30.1205,32.0513,32.967,39.7436,32.9412,44.7059,35.2381,28.2051,29.6296,23.7624,29.7872,42.3913,28.8462,37.6471,35.2941,33.3333,29.4118,25.3012,24.3243,22.4719,22.8571,18.0556,13.8889,14.9254,21.0526,27.3973,26.2295,14.8148,12.766,8.6957,8.9286,15.873,14.2857,14.8936,3.9216,1.8519,12.5,23.3333,29.0323,27.8689,27.0833,50,48.4375,45.1613,13.1148,23.3333,23.6364,26.5625,21.6667,17.8571,19.6429,14.0625
"Roosevelt Island","New York","NY","New York","New York",,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,10.5263,,,,,,,,,,6.6667,13.6364,22.2222,25,43.75,43.75,23.5294
"Myers Park","Charlotte","NC","Charlotte","Mecklenburg",39.1858,40.806,40.8629,40.9774,32.0334,28.6957,25.3086,23.9617,25.641,27.0096,25.1497,32.4841,31.3333,28.2686,29.9213,24.8175,32.6848,34.7985,34.2222,35.9223,34.5622,38.0952,35.5805,37.5465,41.6667,40.5286,37.5,35.2632,33.5052,34.8837,34.5912,29.8507,36.7521,24.5614,28.0612,21.8447,22.4599,27.6836,32.1839,34.3373,27.1186,31.7919,39.8438,28.3186,30.4348,24.8,28.6585,18.9944,29.1429,36.7816,44.3114,44.0476,44.1718,38.5965,35.8108
"College Park","Orlando","FL","Orlando","Orange",39.0909,41.8605,46.6063,50,44.206,46.3303,39.6985,37.3737,35.7143,34.715,34.5178,35.119,37.2671,39.7516,34.375,31.25,36.7742,39.8734,44.0559,39.5833,41.791,36.7521,32.7434,30.1887,26.1682,26.8908,23.7288,36.7925,42.9907,42.7273,39.8148,42.8571,40.9524,40.7767,43,36.8421,28.9157,34.8315,35.2941,38.0952,47.6636,53.0973,53.1532,54.717,41.8182,40.1709,40.8,23.2558,35.1724,47.8528,55.6886,49.7041,49.1124,52.4691,47.0968
"Western Addition","San Francisco","CA","San Francisco","San Francisco",33.3333,43.4783,41.1765,44.4444,44.4444,46.6667,41.3793,42.4242,44.1176,31.5789,23.0769,23.0769,37.5,54.5455,33.3333,20,29.1667,47.8261,36.8421,25,,,,27.2727,15.3846,21.4286,,,,,,,,,,,,8.3333,16.6667,16.6667,,,,,,,,,,,,,,15.3846,12.5
"Crescenta Highlands","Glendale","CA","Los Angeles","Los Angeles",25.3731,31.8182,33.8235,32.8571,28.3582,29.6875,30.5085,33.3333,28.3019,25.4545,25,17.7419,27.1429,40.2778,38.0282,40.7895,45.0704,47.2222,42.1875,41.0714,38.1818,34.6939,29.7872,35.8974,17.5,15,14.2857,12,20,16.2162,21.875,17.3913,22.2222,10.7143,17.6471,15.1515,18.9189,11.3208,16.6667,27.5,19.4444,12.9032,17.2414,33.3333,22.7273,16,25.8065,6.0606,17.1429,16.2791,18.3673,26.087,36.3636,34.375,31.25
"Speer","Denver","CO","Denver","Denver",41.9355,49,49.5495,50.2488,49.0741,46.8571,42.1053,36.129,27.0833,27.8912,26.9461,29.3194,37.037,44,47.7612,41.6,41.2698,42.8571,34.2593,32.967,30.9524,38.5542,34.375,34.375,29.3578,30.0971,35.2941,37.1681,36.5385,28.866,35.1648,37.5,38.5965,31.6667,25.3333,26.5823,30.4762,32.2314,35.9375,42.623,35.8491,44.4444,47.0588,52.6316,32.8125,32.8125,23.6842,22.0588,27.3684,26.9663,30.7692,27.5862,38.4615,41.6667,36.8421
"Washington Park","Chicago","IL","Chicago","Cook",37.5,38.835,38.1356,37.6238,36.8421,36.8421,40.9091,41.6667,39.7849,34.7368,26.7241,24.4444,26.9231,41.7722,32.9114,20.7317,24.4186,30.8511,29.1667,23.2558,21.7949,33.3333,35.6164,34.4828,36.8421,35,36.8421,44,28.5714,28,18.3673,22.8571,16.2791,12.766,20.4545,25,39.4737,28.2609,25.4902,27.451,33.3333,25.641,21.6216,25,30.5556,28.5714,26.3158,17.3913,28.9474,32.5,38.2979,33.3333,30.7692,37.2093,41.3043
"Valencia Park","San Diego","CA","San Diego","San Diego",24.2424,23.3333,28.2051,32.5,35,41.3043,35.4167,40,41.9355,42.8571,47.6923,30,34.5455,33.9286,41.3793,34.6154,44.7761,36.4865,39.1304,37.7049,36.3636,29.2308,29.6296,27.2727,21.4286,10,13.3333,13.7931,22.8571,15.1515,25.8065,19.0476,10.7143,9.0909,15.7895,11.1111,19.0476,25,26.9231,42.8571,37.931,30,35.1351,41.1765,40,34.4828,41.6667,9.0909,20.6897,26.4706,36.3636,42.3077,33.3333,34.4828,26.087
"North Broadway","Newark","NJ","New York","Essex",28.5714,35.4167,28.5714,28.2609,21.9512,22.2222,20,21.875,24.2424,21.0526,18.6047,26.3158,16.6667,17.8571,16.6667,11.7647,26.4706,25,31.7073,23.2558,22.2222,16.3265,17.3077,18.1818,18.75,19.6078,19.6078,19.2982,25.4902,26.9231,21.2766,22.7273,21.0526,13.8889,15.7895,11.1111,9.375,11.1111,10.7143,6.4516,12.5,21.4286,20,24.2424,28.5714,19.4444,20,2.381,15.625,11.1111,13.5135,13.8889,16.2791,19.5122,8.3333
"Twin Lakes","Las Vegas","NV","Las Vegas","Clark",24,21.5385,29.3233,28.5714,31.25,27.7419,30.2817,27.9221,36.2963,31.7241,30.2469,31.5436,29.4118,28.75,28.4722,23.6486,30.8824,32.3077,26.5625,27.193,22.2222,17.3077,13.4615,13.6842,12.3596,9.8039,7.3171,15.5556,10.5263,11.6279,12.1951,10,22.5352,21.8391,21.8391,20.6186,16.129,11.828,16.3636,22.1053,24.2105,27.957,22.9167,31.6456,25.8427,19.1489,26.1364,15.0538,19.1011,27.1739,31.1321,34.3434,32.4074,39.8058,33.3333
"East Village","Long Beach","CA","Los Angeles","Los Angeles",27.1429,31.5068,33.3333,40.7407,39.4737,37.963,39.5604,38.2022,30.3371,19.0476,20.9877,26.9841,30.4348,27.5362,26.087,29.7297,39.3939,43.3333,39.6825,42.3729,46.7742,40,29.0323,33.9623,33.3333,25,21.4286,18.4211,23.2558,32.5,23.4043,19.5652,33.3333,17.5,16.129,26.6667,19.4444,15.0943,20.3704,17.5,19.3548,18.5185,20,19.2308,23.3333,40.7407,33.3333,10.8108,29.4118,28.5714,36.9565,40.9091,34.8837,36.1702,26.087
"Rose Park","Salt Lake City","UT","Salt Lake City","Salt Lake",32.6531,37.037,38.0952,52.459,51.5152,49.2754,48.2759,33.9286,26.3158,22.5806,25,28.9474,28.9474,27.2727,29.1667,31.25,37.5,36.7347,31.3725,32.5581,28.9474,26.8293,25,38.4615,52.1739,48.2759,42.3077,45.1613,33.3333,33.3333,40,40,43.75,19.0476,18.75,10,9.0909,16.6667,13.0435,23.0769,25.9259,22.2222,17.6471,18.1818,40,29.4118,34.375,9.375,20,23.3333,30.303,40,30.5556,29.0323,32
"Stapleton","New York","NY","New York","Richmond",25,28.4091,30.1205,34.2466,26.9231,22.5,20.2532,18.4211,16.9014,18.9873,20.4819,31.3131,41.1765,43.2692,34.4828,30.7692,30,30.7692,31.9149,30.6122,25.5102,32.0513,34.5679,40.5063,40.7407,39.4366,37.2881,33.3333,27.2727,27.7778,26.9231,21.5686,25,26.6667,25.5319,25,28.5714,25.4545,27.7778,36.0656,42,34.0426,36.9565,38.6364,33.3333,33.3333,28.9474,5.2632,13.9535,20.4545,19.6078,18,34,38.2979,36.1702
"Maple Leaf","Seattle","WA","Seattle","King",46.8468,51.4563,51.3514,42.5926,48.3051,49.5238,43.4783,43.0233,40,34.1772,20.7547,31.6456,34.5238,38.6364,37.6471,35.1648,38.2022,47.561,48.7805,42.8571,34.7826,29.5775,24.3902,27.027,30.7692,26.0274,28.8136,25.7576,30.5556,30.6452,25.8065,21.5686,28.2051,20.5128,14.5833,13.7255,20.4082,20,18.8406,28.3582,35.0877,24.5614,17.5439,19.4444,25.9259,17.0732,8.6957,10,17.5439,18.3673,17.5439,24.1935,20.5479,28.9855,36.3636
"Georgetown","New York","NY","New York","Kings",24,28.0255,24.2424,22.4242,19.0184,20.2797,27.0677,29.6,28.777,20.1149,17.2249,19.797,27.8947,25.2632,20.197,18.0952,17.0103,18.4211,20.1087,13.8554,14.6497,18.6667,18.9542,14.1892,17.7778,19.4444,23.622,19.0476,14.9606,11.7647,11.7647,11.7647,16.5354,14.0496,14.2857,11.6667,6.8966,6.7797,5.8333,4.2017,9.9099,13.6752,14.5299,13.7615,15.2542,15.4545,12.3077,2.9851,9.0278,9.8361,15.4472,19.1304,16.8067,17.8295,15.1786
"Schiller Park","Buffalo","NY","Buffalo","Erie",27.6596,30.6122,28.5714,24.0741,27.451,27.0833,22,16,21.2766,12.5,14.8936,27.7778,44.8276,39.3939,30.303,24.3243,23.5294,16.6667,24.3243,25,24,23.0769,34.6154,30.4348,29.1667,28,16.6667,11.5385,19.3548,21.4286,20.8333,25,23.8095,30,21.7391,16.6667,25,8.3333,9.375,34.4828,39.1304,40.7407,40,22.7273,20,13.6364,11.1111,,18.75,66.6667,53.8462,40,32.1429,40.625,42.4242
"Flowing Wells","Tucson","AZ","Tucson","Pima",26.3158,37.5,42.1053,47.3684,50,40.9091,45.8333,50,35.4839,33.3333,26.4706,44.4444,29.0323,37.5,35,20,38.8889,28.5714,36.3636,22.2222,17.6471,26.6667,22.7273,30.4348,20,15,20,6.6667,16.6667,23.0769,33.3333,46.1538,46.1538,8.3333,23.0769,,,,,,38.4615,46.6667,26.087,25,26.3158,8,20,5,5.5556,12,13.7931,22.7273,16.6667,26.3158,20
"Montopolis","Austin","TX","Austin","Travis",50.9434,43.3962,36.9565,36.1111,25,33.3333,29.7297,27.7778,23.0769,19.3548,25.8065,33.3333,32.2581,29.4118,26.087,20,21.7391,25,22.9167,30.303,28.5714,40.5405,41.6667,36.1111,22.5806,16.6667,20.8333,14.2857,20,13.3333,12.1212,9.375,12.9032,6.8966,3.7037,4.5455,9.0909,16.6667,5,,,,,,,16.6667,14.2857,10.5263,15.3846,,,13.3333,21.0526,27.7778,29.4118
"Five Points","El Paso","TX","El Paso","El Paso",22.9167,29.7872,19.1489,21.9512,17.9487,25.7143,27.7778,28.2051,30.7692,23.0769,20.5128,23.6842,29.0323,34.375,54.5455,44.4444,47.0588,37.5,36.8421,34.2105,26.8293,28.2051,22.7273,28.5714,19.3548,19.3548,27.2727,39.2857,20,12.1212,20.5882,18.1818,21.4286,25.8065,22.2222,26.6667,32.2581,34.375,40.625,36.3636,42.1053,47.7273,43.9024,51.1111,40.9091,27.907,31.1111,12.5,22,32.5581,41.0256,38.2353,37.8378,27.907,35.8974
"Downtown","Riverside","CA","Riverside","Riverside",12.2449,16.3636,26,38,30,28.8136,25.9259,23.5294,30.9091,29.0909,25.9259,25.4545,31.4815,25.3968,27.9412,26.4706,35.5932,33.3333,32.7273,41.3793,35.8491,40.7407,30.3571,36.1702,32.5,21.6216,21.6216,18.5185,7.4074,16,22.2222,14.8148,16.6667,15.3846,31.25,23.0769,19.4444,29.0323,29.4118,39.5349,42.8571,47.0588,43.3333,37.5,26.6667,37.037,29.0323,7.6923,13.3333,16.6667,31.5789,22.2222,29.7297,34.2105,32.5
