"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-11-30,"South Amherst","MA","Springfield","Hampshire","Amherst",2220,263000,0.00612088752869166,0.0123171670515781,0.00535168195718654,0.00611832234461596,0.00274047716228631,"2007-05","2007-Q2",276100,-0.0474465773270554,"2005-02"
2014-11-30,"Laurel Greene","OH","Columbus","Franklin","Columbus",2221,117600,0.000851063829787234,0.0199479618386817,0.0949720670391061,-0.00118624296087022,-0.00913282750826505,"2005-10","2005-Q4",130600,-0.0995405819295559,"2002-02"
2014-11-30,"Anacostia","DC","Washington","District of Columbia","Washington",2222,224400,0.00537634408602151,0.0117222723174031,0.0369685767097967,0.0184473443122115,0.0345983790473892,"2007-10","2007-Q4",246700,-0.0903931901094447,"2006-03"
2014-11-30,"Biscayne Point","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",2223,885400,0.0128117135666895,0.0222838009467729,-0.0239223900341748,0.0295565643177238,0.0366596424823908,"2007-07","2007-Q3",1000600,-0.115130921447132,"2006-03"
2014-11-30,"Seaview","WA","Seattle","King","Seattle",2224,471900,0.00191082802547771,0.00233644859813084,0.0344147303814117,0.0319671925558949,0.0257670792187585,"2007-09","2007-Q3",487100,-0.0312050913570109,"2006-10"
2014-11-30,"Holland","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2225,146300,0.00827015851137147,0.0302816901408451,-0.0469055374592834,0.00985412067689717,-0.017584644302055,"2007-02","2007-Q1",181800,-0.195269526952695,"2002-12"
2014-11-30,"Swan Canyon","CA","San Diego","San Diego","San Diego",2226,287300,0.00244242847173761,-0.00622621930127983,0.055861815509004,0.0975386389404613,-0.0170183952071927,"2006-04","2006-Q2",393800,-0.270441848654139,"2003-12"
2014-11-30,"Southeastern Hills","KY","Lexington","Fayette","Lexington",2227,134300,0.00674662668665667,0.025974025974026,0.0658730158730159,0.0139697256125837,0.0100665139439624,"2014-11","2014-Q4",134300,0,"2014-11"
2014-11-30,"South East End","MI","Grand Rapids","Kent","Grand Rapids",2228,101200,0.0150451354062187,0.0337078651685393,0.109649122807018,0.0306999428777277,-0.0119259651682649,"2006-05","2006-Q2",119300,-0.151718357082984,"2001-12"
2014-11-30,"Twenty-Fifth Ave","CA","San Francisco","San Mateo","San Mateo",2229,907000,0.00788976552950328,0.0246272028920018,0.0709646947691581,0.055205915902917,0.0231731513571647,"2014-11","2014-Q4",907000,0,"2014-11"
2014-11-30,"SableRidge","CO","Denver","Arapahoe","Aurora",2230,119500,0.016156462585034,0.0641139804096171,0.183168316831683,0.0876762603352925,-0.00448962794613661,"2004-02","2004-Q1",132100,-0.0953822861468584,"2001-02"
2014-11-30,"Miraloma Park","CA","San Francisco","San Francisco","San Francisco",2231,1077700,0.00541095251422707,0.027653285019548,0.0692529020736184,0.0699123493782368,0.0336819095206982,"2014-11","2014-Q4",1077700,0,"2014-11"
2014-11-30,"Regency","FL","Jacksonville","Duval","Jacksonville",2232,81300,0.00494437577255871,0.012453300124533,0.164756446991404,-0.0252713870469052,-0.0241359501110489,"2007-03","2007-Q1",157400,-0.483481575603558,"2003-07"
2014-11-30,"Wakefield","AR","Little Rock","Pulaski","Little Rock",2233,54100,0.00557620817843866,0.00932835820895522,-0.0234657039711191,-0.0281426241033427,-0.00308918696582194,"2008-04","2008-Q2",66000,-0.18030303030303,"2004-07"
2014-11-30,"Harlem Park","MD","Baltimore","Baltimore City","Baltimore",2234,49100,0.00408997955010225,-0.00808080808080808,0.00204081632653061,-0.00202430810513865,-0.00476090806455398,"2007-06","2007-Q2",59900,-0.180300500834725,"2005-07"
2014-11-30,"South Fairmount","OH","Cincinnati","Hamilton","Cincinnati",2235,45200,0.0111856823266219,0.036697247706422,-0.0362473347547974,-0.00522676714718351,-0.0383075705752541,"2006-08","2006-Q3",69600,-0.350574712643678,"1997-11"
2014-11-30,"Crystal Lake","FL","Lakeland","Polk","Lakeland",2236,84900,0.00711743772241993,0.0253623188405797,0.166208791208791,-0.0201581890949468,-0.0156441410511211,"2006-11","2006-Q4",151800,-0.440711462450593,"2003-09"
2014-11-30,"Malibar Heights","AL","Mobile","Mobile","Mobile",2237,93700,0.00213903743315508,0.00536480686695279,-0.0147213459516299,-0.0401389915086161,0.000213698125165473,"2008-08","2008-Q3",127800,-0.266823161189358,"2004-12"
2014-11-30,"Prospect Hill","CT","New Haven","New Haven","New Haven",2238,319100,0.00314366551398931,-0.00187675946199562,-0.0561963916001183,-0.015657933933671,0.000219632046984053,"2005-12","2005-Q4",388700,-0.179058399794186,"2004-12"
2014-11-30,"Harwood Lane","NC","Charlotte","Mecklenburg","Charlotte",2239,143900,0.00348675034867504,0.0191218130311615,0.0643491124260355,0.0128506358809006,-0.00327584662496816,"2007-03","2007-Q1",155700,-0.0757867694283879,"2003-02"
2014-11-30,"Ogden","WA","Portland","Clark","Vancouver",2240,169500,0.0101311084624553,0.0247883917775091,0.0886319845857418,0.0124900998055248,0.00852834568855165,"2007-06","2007-Q2",200400,-0.154191616766467,"2005-05"
2014-11-30,"Weibel","CA","San Francisco","Alameda","Fremont",2241,1324800,0.00234546417492623,0.0203327171903882,0.0678703852974367,0.0751167353183495,0.0429490832131829,"2014-11","2014-Q4",1324800,0,"2014-11"
2014-11-30,"Rolling Hills","FL","Jacksonville","Duval","Jacksonville",2242,101900,0.0159521435692921,0.0472764645426516,0.132222222222222,-0.0242370113981458,-0.0112446328167533,"2007-02","2007-Q1",150200,-0.321571238348868,"2003-09"
2014-11-30,"Mission Beach","CA","San Diego","San Diego","San Diego",2243,841400,0.00107079119571684,-0.0112808460634548,-0.0440808907066576,0.032314226074301,0.00357537558979715,"2006-06","2006-Q2",916100,-0.0815413164501692,"2005-10"
2014-11-30,"Mount Vernon-Hollywood-Montclair","KY","Lexington","Fayette","Lexington",2244,205000,0,-0.000974658869395711,0.0881104033970276,0.0345263373859228,0.0260592961346009,"2014-09","2014-Q3",205300,-0.00146127618119825,"2014-08"
2014-11-30,"Willowcreek","CA","Sacramento","Sacramento","Sacramento",2245,339700,0.00651851851851852,0.0134248210023866,0.0665620094191523,0.0298792692291836,-0.0274888391103092,"2006-01","2006-Q1",503700,-0.325590629342863,"2003-06"
2014-11-30,"Argyle Forest","FL","Jacksonville","Duval","Jacksonville",2246,108800,-0.00274977085242896,0.010213556174559,0.199558985667034,-0.00701886919181816,-0.0105716443087921,"2006-09","2006-Q3",159100,-0.316153362664991,"2003-12"
2014-11-30,"Mckinley Mitchell","OK","Tulsa","Tulsa","Tulsa",2247,57900,0.00695652173913043,0.0247787610619469,0.0623853211009174,0.00103950328483426,0.00442353415242658,"2009-01","2009-Q1",59900,-0.0333889816360601,"2007-05"
2014-11-30,"Cotswold","NC","Charlotte","Mecklenburg","Charlotte",2248,289000,0.0073196235622168,0.020840692334864,0.127145085803432,0.025268175078397,0.0356476091262445,"2014-11","2014-Q4",289000,0,"2014-11"
2014-11-30,"Summerville","GA","Augusta","Richmond","Augusta",2249,166300,0.00665859564164649,0.0227552275522755,0.0525316455696203,-0.0049759607895975,0.00686693562337282,"2006-06","2006-Q2",183600,-0.0942265795206972,"2005-08"
2014-11-30,"Fairmont Park","IA","Des Moines","Polk","Des Moines",2250,101600,0.000985221674876847,0.0129611166500499,0.0314720812182741,-0.000785546924314651,0.00652757167067453,"2007-04","2007-Q2",107500,-0.0548837209302326,"2006-02"
2014-11-30,"Wesley Heights","DC","Washington","District of Columbia","Washington",2251,527100,0.00132978723404255,0.00591603053435115,0.0590717299578059,0.0196630665019986,0.0176719160905034,"2006-09","2006-Q3",547700,-0.0376118312945043,"2005-12"
2014-11-30,"Edgebrook","IL","Chicago","Cook","Chicago",2252,428400,-0.00279329608938547,-0.0078740157480315,0.00116849731245618,0.0045430604654042,-0.00241849652540493,"2007-02","2007-Q1",521700,-0.178838412880966,"2004-09"
2014-11-30,"Port Tampa City","FL","Tampa","Hillsborough","Tampa",2253,142500,0.00849256900212314,0.0135135135135135,-0.0416946872898453,-0.0116515625403825,-0.000838227828237725,"2007-03","2007-Q1",214900,-0.336900884132154,"2004-11"
2014-11-30,"Montibello","NC","Charlotte","Mecklenburg","Charlotte",2254,623600,0.0054821025475653,0.0128309241513724,0.0698232973065706,0.0290920609427729,0.0279617621891757,"2014-11","2014-Q4",623600,0,"2014-11"
2014-11-30,"Martin Park","MI","Detroit","Wayne","Detroit",2255,42000,-0.00237529691211401,-0.00943396226415094,-0.0666666666666667,-0.0657148290370203,-0.0743036725973388,"2004-12","2004-Q4",91200,-0.539473684210526,
2014-11-30,"Overton","AL","Mobile","Mobile","Mobile",2256,215300,-0.00646054453161052,-0.00874769797421731,0.0375903614457831,-0.028899114210741,0.00302223134115764,"2007-03","2007-Q1",296900,-0.27484001347255,"2005-05"
2014-11-30,"Ridgeway","CT","Stamford","Fairfield","Stamford",2257,383400,0.00156739811912226,0.00947867298578199,-0.0236822001527884,-0.00579258830073859,-0.0139438173985261,"2007-10","2007-Q4",501300,-0.235188509874327,"2003-10"
2014-11-30,"Lindridge - Martin Manor","GA","Atlanta","Fulton","Atlanta",2258,296400,0.0105693828844187,0.0192572214580468,0.0977777777777778,0.0249799771709105,0.0174967158370849,"2014-11","2014-Q4",296400,0,"2014-11"
2014-11-30,"Harbour Island","FL","Tampa","Hillsborough","Tampa",2259,265300,0.00454373343430519,0.0153080750095675,0.0490312376433373,0.0377796062073186,-0.00289348252050625,"2006-04","2006-Q2",350300,-0.242649157864687,"2004-10"
2014-11-30,"McClure Park","OK","Tulsa","Tulsa","Tulsa",2260,67800,0.00593471810089021,0.0164917541229385,0.0382848392036753,0.00118413594161648,0.00769013047632305,"2010-03","2010-Q1",68700,-0.0131004366812227,"2010-01"
2014-11-30,"Sylvan Hills","GA","Atlanta","Fulton","Atlanta",2261,47900,-0.0082815734989648,-0.0082815734989648,0.0235042735042735,-0.036209578082202,-0.0569532207146322,"2006-11","2006-Q4",103200,-0.535852713178295,"1998-03"
2014-11-30,"Oriole Park","IL","Chicago","Cook","Chicago",2262,263400,-0.00453514739229025,-0.0138524897042306,-0.0341034103410341,-0.00669703125271492,-0.0197655240863894,"2006-11","2006-Q4",371500,-0.290982503364738,"2003-03"
2014-11-30,"Rockwood","WA","Spokane","Spokane","Spokane",2263,253300,0.00916334661354582,0.0184961801367109,0.0267531414673693,-0.00771399513874804,0.0228380783509206,"2007-04","2007-Q2",277600,-0.087536023054755,"2006-05"
2014-11-30,"Valhalla","WI","Milwaukee","Milwaukee","Milwaukee",2264,74500,-0.0132450331125828,-0.024869109947644,-0.0436456996148909,-0.0488503181089182,-0.0342844256243395,"2007-06","2007-Q2",128300,-0.419329696024942,"2000-10"
2014-11-30,"Amity","CT","New Haven","New Haven","New Haven",2265,128000,-0.00543900543900544,-0.0206579954093343,-0.157340355497038,-0.055838714576566,-0.0214539132125516,"2007-02","2007-Q1",204700,-0.374694675134343,"2003-05"
2014-11-30,"Riviera - Westchester","CA","Bakersfield","Kern","Bakersfield",2266,197200,0.0025419420437214,0.00766479305058764,0.0201758923952406,0.0486614507604155,-0.00546112415733457,"2006-07","2006-Q3",300900,-0.344632768361582,"2004-10"
2014-11-30,"Woodstock","FL","Jacksonville","Duval","Jacksonville",2267,48200,0.00416666666666667,0.0365591397849462,0.144893111638955,-0.0609242613561428,-0.0418350945406041,"2006-09","2006-Q3",85600,-0.436915887850467,"1999-01"
2014-11-30,"Ginter Park","VA","Richmond","Richmond City","Richmond",2268,276300,0.00108695652173913,0.00509276100400145,0.0454029511918275,0.0155377433010513,0.021251433468755,"2014-11","2014-Q4",276300,0,"2014-11"
2014-11-30,"Sheldon","AL","Mobile","Mobile","Mobile",2269,148300,0.00202702702702703,0.0262975778546713,0.0458392101551481,-0.0161768866756156,0.00635264311078521,"2007-12","2007-Q4",194100,-0.235960844925296,"2005-03"
2014-11-30,"Midtown","CA","San Diego","San Diego","San Diego",2270,720100,0.00530503978779841,0.00882600168114318,0.0288612658951279,0.0343541923277129,-0.0014328864301274,"2006-06","2006-Q2",758200,-0.050250593510947,"2004-09"
2014-11-30,"Uptown","WA","Seattle","King","Seattle",2271,315700,0.0044543429844098,0.00317762948840165,0.0633209834961266,0.0226888346306282,0.0265186185645929,"2007-09","2007-Q3",350800,-0.100057012542759,"2006-03"
2014-11-30,"West End","GA","Atlanta","Fulton","Atlanta",2272,78700,0.00639386189258312,0.0437665782493369,0.096100278551532,0.00780328717849788,-0.0516866555561714,"2006-09","2006-Q3",150800,-0.478116710875332,"1999-10"
2014-11-30,"Terrace Hills","AL","Mobile","Mobile","Mobile",2273,108400,0.00556586270871985,0.019755409219191,0.0236071765816808,-0.024478278907698,0.00620277289240256,"2007-02","2007-Q1",137000,-0.208759124087591,"2005-05"
2014-11-30,"The Gables","OH","Columbus","Franklin","Columbus",2274,126900,-0.001573564122738,-0.0124513618677043,-0.00936768149882904,0.000473485060733969,-0.011179804551841,"2007-03","2007-Q1",146500,-0.133788395904437,"2002-12"
2014-11-30,"Davis Lake - Eastfield","NC","Charlotte","Mecklenburg","Charlotte",2275,139300,0.00143781452192667,0.00723065798987708,0.0641711229946524,0.0102122400662363,0.00494144919195949,"2007-09","2007-Q3",144600,-0.0366528354080221,"2006-05"
2014-11-30,"Villa Park","NJ","Trenton","Mercer","Trenton",2276,92900,0.00215749730312837,0.0141921397379913,0.113908872901679,-0.0582326377989413,-0.0249464823270127,"2007-03","2007-Q1",157000,-0.40828025477707,"2003-09"
2014-11-30,"Residence Park","OH","Dayton","Montgomery","Dayton",2277,36100,-0.00276243093922652,0.00837988826815642,-0.0671834625322997,-0.0409760828823489,-0.0490596249455995,"2007-07","2007-Q3",61800,-0.415857605177994,
2014-11-30,"Village 9","CA","Sacramento","Sacramento","Sacramento",2278,317200,0.00538827258320127,0.015690041626641,0.0737982396750169,0.0667735988800804,-0.0220178895065136,"2005-12","2005-Q4",448500,-0.292753623188406,"2003-10"
2014-11-30,"Briarcreek-Woodland","NC","Charlotte","Mecklenburg","Charlotte",2279,171300,0.00528169014084507,0.0148104265402844,0.0973734785393978,0.0208590327232812,0.0278142577194915,"2014-11","2014-Q4",171300,0,"2014-11"
2014-11-30,"Northrup","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2280,223400,0.00359389038634322,-0.00178731009830206,0.00269299820466786,0.000358487276207242,-0.00475251677123811,"2006-04","2006-Q2",245100,-0.0885352917176663,"2004-04"
2014-11-30,"Charlotte Park","TN","Nashville","Davidson","Nashville",2281,163800,0.00429184549356223,0.0269592476489028,0.136710617626648,0.0268154608791464,0.0310901996172159,"2014-11","2014-Q4",163800,0,"2014-11"
2014-11-30,"Fuller Tangletown","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2282,375400,0,0.00186816119562316,0.032169370360187,0.0301421349246895,0.00330931146292301,"2005-07","2005-Q3",380000,-0.0121052631578947,"2005-03"
2014-11-30,"Manton","RI","Providence","Providence","Providence",2283,119400,0.00759493670886076,0.0205128205128205,0.0894160583941606,-0.0128867538954208,-0.0429462386285202,"2006-04","2006-Q2",212400,-0.437853107344633,"2002-08"
2014-11-30,"Hawthorne","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2284,100400,0.002997002997003,0.00500500500500501,-0.029951690821256,-0.00296155251988028,-0.0378665323971293,"2007-03","2007-Q1",154400,-0.349740932642487,"2001-05"
2014-11-30,"West Chesterfield","IL","Chicago","Cook","Chicago",2285,125200,-0.00949367088607595,-0.0332046332046332,-0.00159489633173844,-0.0191377676648179,-0.00903871576855386,"2007-05","2007-Q2",182900,-0.315472936030618,"2003-02"
2014-11-30,"Dauphin Acres","AL","Mobile","Mobile","Mobile",2286,80300,0.0126103404791929,0.0361290322580645,0.0455729166666667,-0.0380728428582445,0.00278181850703452,"2007-06","2007-Q2",104100,-0.228626320845341,"2005-10"
2014-11-30,"Platinum Triangle","CA","Los Angeles","Orange","Anaheim",2287,340100,0.000294117647058824,0.0077037037037037,-0.0207313561762165,-0.000176325390064735,-0.00905845729492816,"2007-09","2007-Q3",488900,-0.304356719165474,"2004-06"
2014-11-30,"Clayton","CO","Denver","Denver","Denver",2288,229700,0.023162583518931,0.0459927140255009,0.124877571008815,0.0872310349312992,0.0373415967432911,"2014-11","2014-Q4",229700,0,"2014-11"
2014-11-30,"East English Village","MI","Detroit","Wayne","Detroit",2289,47000,0.0239651416122004,0.0706150341685649,0.0421286031042129,-0.0541957710099542,-0.077586342302516,"2005-03","2005-Q1",106800,-0.559925093632959,
2014-11-30,"Yorkwood","AL","Mobile","Mobile","Mobile",2290,150600,0.00534045393858478,0.0272851296043656,0.0968681718863802,-0.0100484067964289,0.00761344853443924,"2008-10","2008-Q4",183900,-0.181076672104405,"2005-10"
2014-11-30,"Tenney-Lapham","WI","Madison","Dane","Town of Madison",2291,240600,0.0045929018789144,0.00543251149185123,0.0100755667506297,0.0135874708566144,0.0103307703816611,"2014-02","2014-Q1",245100,-0.018359853121175,"2013-12"
2014-11-30,"North Kenwood","IL","Chicago","Cook","Chicago",2292,205800,-0.00435413642960813,-0.00531657805703238,0.0624677336086732,-0.0269313386173367,-0.0167208988828649,"2007-01","2007-Q1",284900,-0.277641277641278,"2002-07"
2014-11-30,"Eastmoreland","OR","Portland","Multnomah","Portland",2293,601300,0.00551839464882943,0.0214030915576694,0.0910905461803665,0.0428107544627752,0.0349448715660758,"2014-11","2014-Q4",601300,0,"2014-11"
2014-11-30,"Madison Park","NC","Charlotte","Mecklenburg","Charlotte",2294,237200,0.003808717731697,0.00593723494486853,0.0641543292956483,0.0326488436318986,0.0434659902651595,"2014-11","2014-Q4",237200,0,"2014-11"
2014-11-30,"Little Turtle","OH","Columbus","Franklin","Columbus",2295,141500,-0.00422237860661506,-0.000706214689265537,0.0427413411938099,-0.00827129477774491,-0.00373823195844336,"2006-04","2006-Q2",157100,-0.0992998090388288,"2003-04"
2014-11-30,"Santa Clara","OR","Eugene","Lane","Eugene",2296,242900,0.00454921422663358,0.011240632805995,0.0336170212765957,0.00257222118188727,0.0136037614340407,"2007-06","2007-Q2",282200,-0.139262934089298,"2005-08"
2014-11-30,"Olde Orchard","OH","Columbus","Franklin","Columbus",2297,160700,0.00563204005006258,0.0248724489795918,0.102194787379973,0.00518227963622842,-0.00774886162207555,"2006-09","2006-Q3",179900,-0.106725958866037,"2002-07"
2014-11-30,"Fells Point","MD","Baltimore","Baltimore City","Baltimore",2298,255900,0.00946745562130178,0.0244195356285028,0.131800088456435,0.0308809626682014,0.0154617661564391,"2006-05","2006-Q2",294000,-0.129591836734694,"2005-06"
2014-11-30,"Bridlemile","OR","Portland","Multnomah","Portland",2299,476000,0.00485539370909859,0.0106157112526539,0.0761926294370337,0.0282041954909749,0.030667943594735,"2007-07","2007-Q3",488900,-0.02638576395991,"2007-02"
2014-11-30,"Sunset Heights","WI","Milwaukee","Milwaukee","Milwaukee",2300,104000,0.00386100386100386,0.010689990281827,-0.0234741784037559,-0.0442349407638227,-0.0241489664622457,"2008-02","2008-Q1",158500,-0.34384858044164,"2002-07"
2014-11-30,"Madison Park","WA","Seattle","King","Seattle",2301,993300,0.00495750708215297,0.0149177480331051,0.0578274760383387,0.0404132705753342,0.0341177122810572,"2007-06","2007-Q2",996400,-0.00311120032115616,"2007-06"
2014-11-30,"Rockwell Park-Hemphill Heights","NC","Charlotte","Mecklenburg","Charlotte",2302,109800,0.00273972602739726,0.0213953488372093,0.0407582938388626,-0.00903922944869007,-0.00991118592204632,"2007-03","2007-Q1",130900,-0.161191749427044,"2000-03"
2014-11-30,"Ellwanger-Barry","NY","Rochester","Monroe","Rochester",2303,118000,0.00425531914893617,0.00768573868488471,0.0470275066548358,0.0311938137256196,0.0368143967154142,"2014-11","2014-Q4",118000,0,"2014-11"
2014-11-30,"Northwood Point","CA","Los Angeles","Orange","Irvine",2304,814800,-0.00646262650896232,-0.0318441064638783,-0.196053280710409,-0.00250922796289266,-0.0219807741657576,"2006-04","2006-Q2",1118500,-0.271524362986142,"2004-01"
2014-11-30,"Fallstaff","MD","Baltimore","Baltimore City","Baltimore",2305,123000,-0.000812347684809098,0.00244498777506112,0.0485933503836317,-0.0243015921880753,0.0273630737138937,"2008-02","2008-Q1",170100,-0.27689594356261,"2005-08"
2014-11-30,"Emerald Hills","CA","San Diego","San Diego","San Diego",2306,346600,0.011970802919708,0.0278766310794781,0.127888057273023,0.116804439472366,-0.0114998654645821,"2006-04","2006-Q2",438900,-0.210298473456368,"2004-05"
2014-11-30,"University Gardens","NY","New York","Nassau","Great Neck",2307,777400,0.00556202302418833,0.0127670661803022,0.0599945459503681,0.0425466790726692,0.0114275169146503,"2014-11","2014-Q4",777400,0,"2014-11"
2014-11-30,"North Riverdale","OH","Dayton","Montgomery","Dayton",2308,37200,0,-0.0362694300518135,-0.128805620608899,-0.064792633060346,-0.057981082350524,"2007-05","2007-Q2",70100,-0.469329529243937,
2014-11-30,"View Ridge","WA","Seattle","King","Seattle",2309,659100,0.00426634161206765,0.00595238095238095,0.0301656767739919,0.0389405220903047,0.0350328755766656,"2014-11","2014-Q4",659100,0,"2014-11"
2014-11-30,"Banksville","PA","Pittsburgh","Allegheny","Pittsburgh",2310,133800,0.0045045045045045,0.0167173252279635,0.0518867924528302,0.031824932635204,0.0281152849659394,"2014-11","2014-Q4",133800,0,"2014-11"
2014-11-30,"Lincoln-Lemington-Belmar","PA","Pittsburgh","Allegheny","Pittsburgh",2311,45100,-0.0066079295154185,-0.0259179265658747,-0.18,-0.0192370966054763,0.00384967156319838,"2013-07","2013-Q3",55300,-0.184448462929476,"2007-12"
2014-11-30,"East Westwood","OH","Cincinnati","Hamilton","Cincinnati",2312,42100,-0.0277136258660508,-0.109936575052854,-0.228937728937729,-0.0485681905425852,-0.05105454623099,"2006-02","2006-Q1",73600,-0.427989130434783,
2014-11-30,"Fairoaks","FL","Tampa","Hillsborough","Tampa",2313,107400,0.000931966449207828,0.00845070422535211,0.121085594989562,0.0294321167665059,,"2006-10","2006-Q4",219400,-0.510483135824977,
2014-11-30,"Old Hill","MA","Springfield","Hampden","Springfield",2314,82600,-0.00241545893719807,-0.00840336134453781,0.027363184079602,-0.0145929676937339,0.000242453748310778,"2008-02","2008-Q1",99900,-0.173173173173173,"2004-12"
2014-11-30,"Berkleigh","AL","Mobile","Mobile","Mobile",2315,140900,0.00714796283059328,0.0232389251997095,-0.0188022284122563,-0.0226485058666014,0.00413806376904047,"2008-06","2008-Q2",195200,-0.278176229508197,"2005-05"
2014-11-30,"Streeterville","IL","Chicago","Cook","Chicago",2316,327500,-0.00667273278738247,-0.00907715582450832,-0.0171068427370948,-0.0212875606415036,0.0168513694514794,"2009-06","2009-Q2",386900,-0.153528043422073,"2008-05"
2014-11-30,"Jordan Park - Laurel Heights","CA","San Francisco","San Francisco","San Francisco",2317,2137300,-0.00261328106771198,0.0180527769839002,0.12661430604607,0.0852293864393094,0.0447623808545765,"2014-10","2014-Q4",2142900,-0.00261328106771198,"2014-09"
2014-11-30,"Wallhaven","OH","Akron","Summit","Akron",2318,112100,0.00718778077268643,0.0144796380090498,0.0535714285714286,-0.0050951351959323,-0.0150077756887336,"2005-01","2005-Q1",131600,-0.148176291793313,"2000-04"
2014-11-30,"Union Station","CO","Denver","Denver","Denver",2319,468800,0.00449967859438611,0.0155979202772964,0.0688554491564067,0.0248273651915876,0.0207935651629785,"2014-11","2014-Q4",468800,0,"2014-11"
2014-11-30,"40th & A","NE","Lincoln","Lancaster","Lincoln",2320,125000,0.00401606425702811,0.0105092966855295,0.0584250635055038,0.0162864638317743,0.0113132189876437,"2014-11","2014-Q4",125000,0,"2014-11"
2014-11-30,"East Merrimack","NH","Manchester","Hillsborough","Merrimack",2321,142800,0.00210526315789474,-0.00970873786407767,-0.0648330058939096,-0.0186564942747474,-0.0222861063838246,"2005-08","2005-Q3",190200,-0.249211356466877,"2002-08"
2014-11-30,"Sardis Woods","NC","Charlotte","Mecklenburg","Charlotte",2322,178200,0.00112359550561798,0.00450958286358512,0.0709134615384615,0.0136748987845314,0.0202697667623288,"2014-11","2014-Q4",178200,0,"2014-11"
2014-11-30,"Tower Triangle","CO","Denver","Arapahoe","Aurora",2323,166600,0.0139987827145466,0.0393013100436681,0.117370892018779,0.0581252340937453,-0.00248665829247119,"2004-02","2004-Q1",172100,-0.031958163858222,"2002-03"
2014-11-30,"Dongan Hills","NY","New York","Richmond","New York",2324,371400,0.011162537435339,0.031380172174396,0.0388811188811189,-0.00737310571787653,0.0073715791808493,"2006-07","2006-Q3",422400,-0.120738636363636,"2005-03"
2014-11-30,"Oakland","IL","Chicago","Cook","Chicago",2325,252100,0.024380333197887,0.0637130801687764,0.114007954043305,-0.0289580353124823,-0.0162570349780358,"2007-03","2007-Q1",331300,-0.239058255357682,"2003-02"
2014-11-30,"Elvehjem","WI","Madison","Dane","Town of Madison",2326,180700,0.00277469478357381,0.00277469478357381,0.0106263982102908,-0.00274427849282322,0.00269588195738257,"2007-06","2007-Q2",190700,-0.0524383848977451,"2005-06"
2014-11-30,"Lakeshore","FL","Jacksonville","Duval","Jacksonville",2327,71500,0.00846262341325811,0.00846262341325811,0.0347322720694645,-0.0544533047507788,-0.017608000161667,"2007-06","2007-Q2",127500,-0.43921568627451,"2003-07"
2014-11-30,"Reed","OR","Portland","Multnomah","Portland",2328,365900,0.00521978021978022,0.0200724839698913,-0.00218161985274066,0.0255093143885934,0.0352770771519781,"2014-02","2014-Q1",371200,-0.0142780172413793,"2013-11"
2014-11-30,"Tallyn's Reach","CO","Denver","Arapahoe","Aurora",2329,420700,0.00597800095648015,0.00935700575815739,0.0512243878060969,0.0307392594459606,0.0108135519076764,"2014-11","2014-Q4",420700,0,"2014-11"
2014-11-30,"College Park","AL","Mobile","Mobile","Mobile",2330,293200,-0.00272108843537415,0.0127806563039724,0.0531609195402299,-0.000884415289879703,0.0261016974333139,"2007-06","2007-Q2",310500,-0.0557165861513688,"2006-12"
2014-11-30,"Franklin Park","NJ","Trenton","Mercer","Trenton",2331,85000,0.00117785630153121,-0.00351699882766706,0.101036269430052,-0.0545179663594838,-0.0141308313880714,"2006-06","2006-Q2",136700,-0.378200438917337,"2003-10"
2014-11-30,"East Phillips","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2332,119800,-0.00827814569536424,-0.0164203612479475,-0.0889733840304183,-0.014994034155465,-0.0306203328497152,"2007-02","2007-Q1",187400,-0.360725720384205,"2001-11"
2014-11-30,"Temescal","CA","San Francisco","Alameda","Oakland",2333,694100,0.00681752248331883,0.012545587162655,0.0014427932477276,0.0496703595478734,0.0189320399413107,"2013-09","2013-Q3",700300,-0.00885334856490076,"2013-09"
2014-11-30,"White Ash","OH","Columbus","Franklin","Columbus",2334,128300,0.00391236306729264,0.0134281200631912,0.06738768718802,0.00490374679506744,-0.00776390951201855,"2006-05","2006-Q2",143400,-0.105299860529986,"2000-04"
2014-11-30,"Far West","OR","Eugene","Lane","Eugene",2335,168800,0.00776119402985075,0.00896592946802152,0.0349478847332925,0.00178678924274878,0.0193209888173973,"2007-05","2007-Q2",190500,-0.113910761154856,"2005-11"
2014-11-30,"North Rosedale Park","MI","Detroit","Wayne","Detroit",2336,70500,0.00858369098712446,0.0187861271676301,0.140776699029126,-0.0125620007922589,-0.0714140798776148,"2004-10","2004-Q4",148300,-0.524612272420769,
2014-11-30,"Maryvale","AL","Mobile","Mobile","Mobile",2337,42500,-0.00468384074941452,-0.0116279069767442,-0.0534521158129176,-0.0536752894120049,-0.0139294074411738,"2007-03","2007-Q1",62500,-0.32,"1999-02"
