"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-11-30,"Fresno","CA","Fresno","Fresno",25,174700,0.00575705238917674,0.0222352252779403,0.0925578486554096,0.0268814173111873,-0.0244640413876854,"2006-05","2006-Q2",288300,-0.39403399236906,"2004-02"
2014-11-30,"Mesa","AZ","Phoenix","Maricopa",26,183700,0.00602409638554217,0.0205555555555556,0.0297085201793722,0.0504876312951219,0.0119030389583583,"2006-03","2006-Q1",248900,-0.26195259140217,"2005-04"
2014-11-30,"Long Beach","CA","Los Angeles","Los Angeles",27,482600,0.00374376039933444,0.00941225685003137,0.0505006530256857,0.0415602101568642,0.00443709726147068,"2006-06","2006-Q2",567000,-0.148853615520282,"2005-02"
2014-11-30,"Sacramento","CA","Sacramento","Sacramento",28,255700,0.00629673356946084,0.0187250996015936,0.0843935538592027,0.0491088492577278,-0.0223345463564273,"2005-12","2005-Q4",364000,-0.297527472527473,"2003-12"
2014-11-30,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",29,244100,0.00123051681706317,0.00494030465212021,0.0230511316010059,-0.00563870026798041,0.0140078723555583,"2007-04","2007-Q2",276200,-0.116220130340333,"2005-06"
2014-11-30,"Colorado Springs","CO","Colorado Springs","El Paso",30,207600,0.00825643516270034,0.0206489675516224,0.0564885496183206,0.0222164863418446,0.012471487539204,"2014-11","2014-Q4",207600,0,"2014-11"
2014-11-30,"Atlanta","GA","Atlanta","Fulton",31,162900,0.00991940483570986,0.0297092288242731,0.142356241234222,0.0114315412929906,-0.00921447477761539,"2006-04","2006-Q2",196800,-0.172256097560976,"2001-09"
2014-11-30,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",32,274100,0.00587155963302752,0.0151851851851852,0.0538254517493272,0.0596107015760523,0.00804252016019902,"2007-03","2007-Q1",373200,-0.265541264737406,"2005-03"
2014-11-30,"Tulsa","OK","Tulsa","Tulsa",33,103000,0.000971817298347911,0.00782778864970646,0.0269192422731805,0.0188890086198918,0.0165589754530717,"2014-11","2014-Q4",103000,0,"2014-11"
2014-11-30,"Cleveland","OH","Cleveland","Cuyahoga",34,53500,-0.00557620817843866,-0.00557620817843866,0.0056390977443609,-0.0361075870931804,-0.0405098381654127,"2006-02","2006-Q1",84400,-0.366113744075829,
2014-11-30,"Honolulu","HI","Honolulu","Honolulu",35,615200,0.00605069501226492,0.0156843321776457,0.0597760551248923,0.0395684354752355,0.0324544021980262,"2014-11","2014-Q4",615200,0,"2014-11"
2014-11-30,"Oakland","CA","San Francisco","Alameda",36,493700,0.00796243364638628,0.02533748701973,0.14044814044814,0.0633187142793834,0.00709520813513986,"2006-05","2006-Q2",542600,-0.0901216365646885,"2005-04"
2014-11-30,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",37,198100,0.00507356671740233,0.0101988781234064,0.0382599580712788,0.0131209608434895,-0.00708585296825226,"2006-04","2006-Q2",223600,-0.114042933810376,"2004-03"
2014-11-30,"Raleigh","NC","Raleigh","Wake",38,191300,0.00314630309386471,0.0089662447257384,0.0408052230685528,0.0101281037279259,0.0175198553178668,"2014-11","2014-Q4",191300,0,"2014-11"
2014-11-30,"Bakersfield","CA","Bakersfield","Kern",39,197900,0.00304105423213381,0.0102092904543134,0.0808301474604042,0.0609809760489415,-0.0121354530553414,"2006-04","2006-Q2",314500,-0.370747217806041,"2004-08"
2014-11-30,"Tampa","FL","Tampa","Hillsborough",40,137900,0.00510204081632653,0.0169616519174041,0.0723172628304821,0.0231323836559096,-0.00603140199195318,"2006-10","2006-Q4",210700,-0.345514950166113,"2004-08"
2014-11-30,"Anaheim","CA","Los Angeles","Orange",41,468100,0.00149764655541292,0.00601762303889964,0.0365367581930912,0.0435192379328482,-0.00869162510728871,"2006-06","2006-Q2",608500,-0.230731306491372,"2004-07"
2014-11-30,"Aurora","CO","Denver","Arapahoe",42,197900,0.0127942681678608,0.039390756302521,0.123793299261783,0.0571310577450439,0.005520204805745,"2014-11","2014-Q4",197900,0,"2014-11"
2014-11-30,"Santa Ana","CA","Los Angeles","Orange",43,410500,0.00170815031722792,0.010337189269013,0.0607235142118863,0.0624702856994532,-0.0145501341484267,"2007-01","2007-Q1",610900,-0.3280405958422,"2004-06"
2014-11-30,"Marietta","GA","Atlanta","Cobb",44,214400,0.00562851782363977,0.0165955429113324,0.0828282828282828,0.0253230713775314,0.00968495018401372,"2007-09","2007-Q3",217500,-0.0142528735632184,"2006-06"
2014-11-30,"Pittsburgh","PA","Pittsburgh","Allegheny",45,89900,0.00111358574610245,0.00897867564534231,0.0626477541371158,0.037738233970809,0.0310747943588801,"2014-11","2014-Q4",89900,0,"2014-11"
2014-11-30,"Riverside","CA","Riverside","Riverside",46,296200,0.00304774805282763,0.0112666439057699,0.111444652908068,0.0687745614657493,-0.00972255522729271,"2006-08","2006-Q3",417200,-0.290028763183126,"2004-07"
2014-11-30,"Cincinnati","OH","Cincinnati","Hamilton",47,97000,0.00206611570247934,0.0135841170323929,0.0275423728813559,0.00438704962731196,-0.0129459254244962,"2006-04","2006-Q2",115600,-0.160899653979239,"2001-08"
2014-11-30,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",48,162400,0.00370828182941904,0.0105787181082763,0.0572916666666667,0.023773223078654,-0.0147407686908153,"2006-05","2006-Q2",205100,-0.208191126279863,"2002-09"
2014-11-30,"Silver Spring","MD","Washington","Montgomery",49,373500,0.00160901045856798,0.00349274583557227,0.0538939051918736,0.0212045655708826,0.00134863788960771,"2006-06","2006-Q2",444300,-0.159351789331533,"2005-01"
2014-11-30,"Toledo","OH","Toledo","Lucas",50,57400,0,-0.00519930675909879,0.0342342342342342,-0.0355833694031871,-0.0373614253795589,"2006-04","2006-Q2",85200,-0.326291079812207,"1998-02"
2014-11-30,"Tallahassee","FL","Tallahassee","Leon",51,153100,0.0013080444735121,0.00327653997378768,0.0254521098459478,-0.0154553002513272,-0.00219406025498958,"2006-07","2006-Q3",193500,-0.208785529715762,"2004-10"
2014-11-30,"Stockton","CA","Stockton","San Joaquin",52,196400,0.0102880658436214,0.0364116094986807,0.158018867924528,0.0807554934631978,-0.039113977225493,"2006-03","2006-Q1",379600,-0.482613277133825,"2002-12"
2014-11-30,"Newark","NJ","New York","Essex",53,199400,0.00962025316455696,0.021516393442623,0.0974133186571271,-0.033387768336034,-0.0156629616800131,"2007-04","2007-Q2",314800,-0.366581956797967,"2004-04"
2014-11-30,"Lexington","KY","Lexington","Fayette",54,146600,0.00342231348391513,0.0124309392265193,0.0419331911869225,0.0115784667452141,0.010240089110723,"2014-11","2014-Q4",146600,0,"2014-11"
2014-11-30,"Modesto","CA","Modesto","Stanislaus",55,201900,0.0029806259314456,0.0161046804227479,0.130459126539754,0.0765895999363864,-0.0316875390976158,"2006-03","2006-Q1",353700,-0.429177268871925,"2003-05"
2014-11-30,"Durham","NC","Durham","Durham",56,162700,0.00494132180358246,0.0118159203980099,0.0277953253316488,0.00347791282951504,0.00849705894326624,"2014-11","2014-Q4",162700,0,"2014-11"
2014-11-30,"Chandler","AZ","Phoenix","Maricopa",57,248400,0.00526102792391744,0.0159509202453988,0.0268706076891277,0.0433603557700992,0.0160195473394105,"2006-02","2006-Q1",317400,-0.217391304347826,"2005-04"
2014-11-30,"Pensacola","FL","Pensacola","Escambia",58,110800,0.00271493212669683,0.00818926296633303,0.0384254920337395,-0.0104918319175543,-0.000180326439147893,"2006-04","2006-Q2",143200,-0.226256983240223,"2004-11"
2014-11-30,"Henderson","NV","Las Vegas","Clark",59,237700,0.00720338983050847,0.0214868929952729,0.130827783063749,0.0505015424443618,-0.0340180966717134,"2006-04","2006-Q2",358600,-0.337144450641383,"2004-02"
2014-11-30,"Saint Petersburg","FL","Tampa","Pinellas",60,133400,0.00679245283018868,0.0214395099540582,0.0845528455284553,0.0264074293731345,-0.00939119032630031,"2006-05","2006-Q2",193000,-0.30880829015544,"2004-06"
